date,new_case,current_case_0017,current_case_1864,current_case_6584,current_case_85,population,age_group,phase
2020/3/19,19,106.0,2636.0,1469.0,651.0,10117000,1,phase1
2020/3/20,22,115.0,2919.0,1570.0,697.0,10117000,1,phase1
2020/3/21,22,132.0,3125.0,1658.0,735.0,10117000,1,phase1
2020/3/22,48,146.0,3380.0,1771.0,778.0,10117000,1,phase1
2020/3/23,39,179.0,3884.0,1970.0,924.0,10117000,1,phase1
2020/3/24,43,194.0,4344.0,2068.0,964.0,10117000,1,phase1
2020/3/25,39,211.0,4754.0,2144.0,1007.0,10117000,1,phase1
2020/3/26,44,230.0,5290.0,2422.0,1141.0,10117000,1,phase1
2020/3/27,36,262.0,5780.0,2597.0,1241.0,10117000,1,phase1
2020/3/28,29,270.0,6268.0,2715.0,1267.0,10117000,1,phase1
2020/3/29,51,267.0,6623.0,2841.0,1248.0,10117000,1,phase1
2020/3/30,55,294.0,7217.0,2849.0,1290.0,10117000,1,phase1
2020/3/31,67,331.0,8175.0,3116.0,1437.0,10117000,1,phase1
2020/4/1,59,372.0,9099.0,3143.0,1493.0,10117000,1,phase1
2020/4/2,59,410.0,10084.0,3138.0,1544.0,10117000,1,phase1
2020/4/3,53,443.0,11134.0,3201.0,1672.0,10117000,1,phase1
2020/4/4,40,479.0,11911.0,3028.0,1608.0,10117000,1,phase1
2020/4/5,64,487.0,12479.0,2814.0,1551.0,10117000,1,phase1
2020/4/6,69,518.0,13896.0,2826.0,1528.0,10117000,1,phase1
2020/4/7,51,548.0,15474.0,2765.0,1517.0,10117000,1,phase1
2020/4/8,60,582.0,16879.0,2679.0,1562.0,10117000,1,phase1
2020/4/9,58,613.0,18369.0,2632.0,1543.0,10117000,1,phase1
2020/4/10,69,648.0,19532.0,2534.0,1599.0,10117000,1,phase1
2020/4/11,43,696.0,20509.0,2437.0,1586.0,10117000,1,phase1
2020/4/12,43,720.0,21590.0,2321.0,1574.0,10117000,1,phase1
2020/4/13,67,748.0,22964.0,2202.0,1622.0,10117000,1,phase1
2020/4/14,67,794.0,24378.0,2130.0,1687.0,10117000,1,phase1
2020/4/15,48,838.0,26383.0,2260.0,1843.0,10117000,1,phase1
2020/4/16,80,866.0,28409.0,2342.0,1977.0,10117000,1,phase1
2020/4/17,77,924.0,30263.0,2383.0,2142.0,10117000,1,phase1
2020/4/18,52,982.0,32492.0,2398.0,2274.0,10117000,1,phase1
2020/4/19,47,1013.0,34306.0,2266.0,2334.0,10117000,1,phase1
2020/4/20,69,1042.0,35921.0,2333.0,2539.0,10117000,1,phase1
2020/4/21,91,1094.0,37823.0,2420.0,2723.0,10117000,1,phase1
2020/4/22,107,1165.0,40584.0,2517.0,2952.0,10117000,1,phase1
2020/4/23,104,1245.0,42981.0,2709.0,3257.0,10117000,1,phase1
2020/4/24,70,1324.0,45229.0,2898.0,3505.0,10117000,1,phase1
2020/4/25,69,1379.0,47066.0,2939.0,3632.0,10117000,1,phase1
2020/4/26,83,1435.0,48772.0,2874.0,3643.0,10117000,1,phase1
2020/4/27,106,1496.0,50772.0,2967.0,3916.0,10117000,1,phase1
2020/4/28,98,1582.0,52901.0,3060.0,4126.0,10117000,1,phase1
2020/4/29,98,1655.0,55472.0,3230.0,4417.0,10117000,1,phase1
2020/4/30,99,1735.0,57612.0,3466.0,4737.0,10117000,1,phase1
2020/5/1,56,1814.0,59714.0,3662.0,5093.0,10117000,1,phase1
2020/5/2,84,1852.0,61024.0,3718.0,5281.0,10117000,1,phase1
2020/5/3,91,1915.0,62276.0,3715.0,5385.0,10117000,1,phase1
2020/5/4,113,1983.0,63388.0,3829.0,5679.0,10117000,1,phase1
2020/5/5,131,2074.0,64872.0,3936.0,5962.0,10117000,1,phase1
2020/5/6,124,2184.0,66415.0,4058.0,6180.0,10117000,1,phase1
2020/5/7,126,2292.0,67845.0,4213.0,6475.0,10117000,1,phase1
2020/5/8,70,2399.0,69195.0,4335.0,6597.0,10117000,1,phase1
2020/5/9,89,2460.0,70052.0,4296.0,6585.0,10117000,1,phase1
2020/5/10,109,2533.0,71037.0,4302.0,6635.0,10117000,1,phase1
2020/5/11,115,2626.0,72441.0,4489.0,6952.0,10117000,1,phase1
2020/5/12,137,2722.0,73837.0,4606.0,7227.0,10117000,1,phase1
2020/5/13,102,2843.0,75158.0,4748.0,7530.0,10117000,1,phase1
2020/5/14,82,2932.0,76256.0,4782.0,7608.0,10117000,1,phase1
2020/5/15,113,3002.0,77362.0,4799.0,7666.0,10117000,1,phase1
2020/5/16,78,3103.0,78314.0,4749.0,7645.0,10117000,1,phase1
2020/5/17,108,3169.0,79095.0,4706.0,7647.0,10117000,1,phase1
2020/5/18,119,3259.0,80173.0,4752.0,7770.0,10117000,1,phase1
2020/5/19,116,3358.0,81460.0,4881.0,7918.0,10117000,1,phase1
2020/5/20,121,3456.0,82674.0,4922.0,8022.0,10117000,1,phase1
2020/5/21,98,3559.0,83793.0,4973.0,8145.0,10117000,1,phase1
2020/5/22,75,3643.0,84632.0,4973.0,8252.0,10117000,1,phase1
2020/5/23,86,3707.0,85304.0,4955.0,8246.0,10117000,1,phase1
2020/5/24,72,3780.0,85923.0,4923.0,8208.0,10117000,1,phase1
2020/5/25,70,3840.0,86605.0,4909.0,8271.0,10117000,1,phase1
2020/5/26,82,3896.0,87289.0,4899.0,8318.0,10117000,1,phase1
2020/5/27,103,3962.0,88025.0,4922.0,8404.0,10117000,1,phase1
2020/5/28,64,4052.0,88703.0,4942.0,8506.0,10117000,1,phase1
2020/5/29,56,4106.0,89341.0,4949.0,8583.0,10117000,1,phase1
2020/5/30,67,4155.0,89810.0,4916.0,8573.0,10117000,1,phase1
2020/5/31,71,4214.0,90197.0,4894.0,8615.0,10117000,1,phase1
2020/6/1,84,4274.0,90742.0,4892.0,8715.0,10117000,1,phase1
2020/6/2,91,4343.0,91321.0,4899.0,8774.0,10117000,1,phase1
2020/6/3,77,4415.0,91822.0,4923.0,8849.0,10117000,1,phase1
2020/6/4,71,4476.0,92302.0,4930.0,8908.0,10117000,1,phase1
2020/6/5,61,4533.0,92756.0,4947.0,8948.0,10117000,1,phase1
2020/6/6,51,4584.0,93126.0,4919.0,8919.0,10117000,1,phase1
2020/6/7,74,4627.0,93440.0,4892.0,8886.0,10117000,1,phase1
2020/6/8,83,4688.0,93935.0,4882.0,8909.0,10117000,1,phase1
2020/6/9,87,4759.0,94437.0,4887.0,8923.0,10117000,1,phase1
2020/6/10,70,4836.0,94950.0,4877.0,8950.0,10117000,1,phase1
2020/6/11,81,4899.0,95418.0,4848.0,8965.0,10117000,1,phase1
2020/6/12,74,4967.0,95938.0,4844.0,8955.0,10117000,1,phase1
2020/6/13,74,5029.0,96343.0,4844.0,8950.0,10117000,1,phase1
2020/6/14,83,5096.0,96753.0,4799.0,8912.0,10117000,1,phase1
2020/6/15,88,5168.0,97229.0,4766.0,8908.0,10117000,1,phase1
2020/6/16,79,5246.0,97709.0,4768.0,8917.0,10117000,1,phase1
2020/6/17,99,5311.0,98166.0,4745.0,8933.0,10117000,1,phase1
2020/6/18,78,5398.0,98649.0,4732.0,8934.0,10117000,1,phase1
2020/6/19,73,5464.0,99069.0,4750.0,8936.0,10117000,1,phase1
2020/6/20,50,5528.0,99420.0,4733.0,8933.0,10117000,1,phase1
2020/6/21,94,5571.0,99716.0,4703.0,8919.0,10117000,1,phase1
2020/6/22,74,5645.0,100126.0,4660.0,8922.0,10117000,1,phase1
2020/6/23,84,5706.0,100454.0,4636.0,8957.0,10117000,1,phase1
2020/6/24,70,5779.0,100824.0,4614.0,8953.0,10117000,1,phase1
2020/6/25,73,5837.0,101147.0,4585.0,8941.0,10117000,1,phase1
2020/6/26,59,5901.0,101460.0,4566.0,8929.0,10117000,1,phase1
2020/6/27,48,5949.0,101722.0,4532.0,8914.0,10117000,1,phase1
2020/6/28,64,5991.0,101940.0,4522.0,8892.0,10117000,1,phase1
2020/6/29,81,6044.0,102336.0,4525.0,8887.0,10117000,1,phase1
2020/6/30,68,6114.0,102644.0,4506.0,8875.0,10117000,1,phase1
2020/7/1,51,6162.0,102981.0,4499.0,8867.0,10117000,1,phase1
2020/7/2,71,6204.0,103302.0,4501.0,8870.0,10117000,1,phase1
2020/7/3,48,6269.0,103596.0,4499.0,8862.0,10117000,1,phase1
2020/7/4,65,6308.0,103818.0,4491.0,8845.0,10117000,1,phase1
2020/7/5,89,6368.0,104139.0,4488.0,8839.0,10117000,1,phase1
2020/7/6,71,6448.0,104471.0,4525.0,8846.0,10117000,1,phase1
2020/7/7,67,6513.0,104771.0,4532.0,8849.0,10117000,1,phase1
2020/7/8,85,6572.0,105181.0,4544.0,8859.0,10117000,1,phase1
2020/7/9,75,6647.0,105586.0,4562.0,8862.0,10117000,1,phase1
2020/7/10,64,6714.0,105879.0,4585.0,8862.0,10117000,1,phase1
2020/7/11,55,6770.0,106141.0,4583.0,8851.0,10117000,1,phase1
2020/7/12,90,6815.0,106356.0,4580.0,8848.0,10117000,1,phase1
2020/7/13,91,6891.0,106769.0,4592.0,8845.0,10117000,1,phase1
2020/7/14,94,6974.0,107137.0,4618.0,8857.0,10117000,1,phase1
2020/7/15,88,7055.0,107579.0,4655.0,8855.0,10117000,1,phase1
2020/7/16,75,7132.0,107955.0,4674.0,8865.0,10117000,1,phase1
2020/7/17,68,7198.0,108309.0,4683.0,8860.0,10117000,1,phase1
2020/7/18,75,7258.0,108621.0,4698.0,8865.0,10117000,1,phase1
2020/7/19,110,7325.0,108863.0,4710.0,8861.0,10117000,1,phase1
2020/7/20,93,7424.0,109331.0,4761.0,8870.0,10117000,1,phase1
2020/7/21,119,7511.0,109763.0,4789.0,8890.0,10117000,1,phase1
2020/7/22,93,7619.0,110236.0,4819.0,8905.0,10117000,1,phase1
2020/7/23,120,7705.0,110701.0,4849.0,8904.0,10117000,1,phase1
2020/7/24,84,7814.0,111131.0,4871.0,8917.0,10117000,1,phase1
2020/7/25,85,7891.0,111436.0,4884.0,8921.0,10117000,1,phase1
2020/7/26,118,7969.0,111767.0,4899.0,8914.0,10117000,1,phase1
2020/7/27,126,8076.0,112290.0,4931.0,8933.0,10117000,1,phase1
2020/7/28,131,8192.0,112750.0,4991.0,8964.0,10117000,1,phase1
2020/7/29,121,8314.0,113405.0,5033.0,9008.0,10117000,1,phase1
2020/7/30,89,8426.0,113980.0,5065.0,9029.0,10117000,1,phase1
2020/7/31,82,8508.0,114378.0,5107.0,9047.0,10117000,1,phase1
2020/8/1,84,8583.0,114706.0,5124.0,9049.0,10117000,1,phase1
2020/8/2,126,8660.0,115047.0,5131.0,9046.0,10117000,1,phase1
2020/8/3,129,8773.0,115679.0,5181.0,9070.0,10117000,1,phase1
2020/8/4,119,8890.0,116294.0,5235.0,9123.0,10117000,1,phase1
2020/8/5,136,8999.0,116937.0,5290.0,9159.0,10117000,1,phase1
2020/8/6,139,9122.0,117590.0,5354.0,9200.0,10117000,1,phase1
2020/8/7,118,9249.0,118148.0,5405.0,9225.0,10117000,1,phase1
2020/8/8,92,9356.0,118552.0,5439.0,9224.0,10117000,1,phase1
2020/8/9,194,9442.0,118921.0,5460.0,9225.0,10117000,1,phase1
2020/8/10,176,9622.0,119852.0,5523.0,9268.0,10117000,1,phase1
2020/8/11,182,9778.0,120679.0,5599.0,9298.0,10117000,1,phase1
2020/8/12,137,9945.0,121418.0,5653.0,9322.0,10117000,1,phase1
2020/8/13,143,10071.0,122115.0,5705.0,9350.0,10117000,1,phase1
2020/8/14,99,10200.0,122815.0,5774.0,9379.0,10117000,1,phase1
2020/8/15,103,10290.0,123257.0,5809.0,9382.0,10117000,1,phase1
2020/8/16,184,10385.0,123599.0,5829.0,9381.0,10117000,1,phase1
2020/8/17,128,10555.0,124399.0,5877.0,9393.0,10117000,1,phase1
2020/8/18,123,10673.0,125057.0,5907.0,9417.0,10117000,1,phase1
2020/8/19,209,10786.0,125836.0,5951.0,9447.0,10117000,1,phase1
2020/8/20,169,10978.0,126681.0,6006.0,9473.0,10117000,1,phase1
2020/8/21,149,11134.0,127378.0,6047.0,9486.0,10117000,1,phase1
2020/8/22,145,11271.0,127855.0,6084.0,9488.0,10117000,1,phase1
2020/8/23,197,11405.0,128290.0,6118.0,9492.0,10117000,1,phase1
2020/8/24,141,11587.0,129075.0,6170.0,9502.0,10117000,1,phase1
2020/8/25,206,11718.0,129822.0,6211.0,9524.0,10117000,1,phase1
2020/8/26,257,11906.0,130601.0,6252.0,9553.0,10117000,1,phase1
2020/8/27,280,12143.0,131472.0,6305.0,9574.0,10117000,1,phase1
2020/8/28,239,12399.0,132372.0,6367.0,9594.0,10117000,1,phase1
2020/8/29,238,12618.0,133021.0,6411.0,9597.0,10117000,1,phase1
2020/8/30,242,12834.0,133640.0,6446.0,9597.0,10117000,1,phase1
2020/8/31,278,13055.0,134517.0,6478.0,9599.0,10117000,1,phase1
2020/9/1,384,13314.0,135872.0,6577.0,9642.0,10117000,1,phase1
2020/9/2,380,13670.0,137695.0,6714.0,9740.0,10117000,1,phase1
2020/9/3,398,14018.0,139585.0,6851.0,9818.0,10117000,1,phase1
2020/9/4,389,14384.0,141383.0,7011.0,9869.0,10117000,1,phase1
2020/9/5,375,14744.0,142853.0,7102.0,9886.0,10117000,1,phase1
2020/9/6,582,15089.0,144243.0,7189.0,9910.0,10117000,1,phase1
2020/9/7,503,15627.0,146566.0,7410.0,10002.0,10117000,1,phase1
2020/9/8,481,16090.0,148624.0,7555.0,10085.0,10117000,1,phase1
2020/9/9,583,16533.0,150563.0,7677.0,10126.0,10117000,1,phase1
2020/9/10,543,17070.0,152590.0,7826.0,10171.0,10117000,1,phase1
2020/9/11,430,17572.0,154449.0,7981.0,10202.0,10117000,1,phase1
2020/9/12,385,17968.0,155899.0,8057.0,10202.0,10117000,1,phase1
2020/9/13,465,18323.0,156903.0,8127.0,10218.0,10117000,1,phase1
2020/9/14,524,18750.0,158837.0,8250.0,10270.0,10117000,1,phase1
2020/9/15,601,19232.0,160779.0,8365.0,10354.0,10117000,1,phase1
2020/9/16,696,19785.0,163306.0,8551.0,10396.0,10117000,1,phase1
2020/9/17,767,20425.0,165948.0,8703.0,10437.0,10117000,1,phase1
2020/9/18,853,21135.0,168799.0,8852.0,10472.0,10117000,1,phase1
2020/9/19,891,21926.0,171499.0,8997.0,10486.0,10117000,1,phase1
2020/9/20,858,22747.0,174532.0,9181.0,10493.0,10117000,1,phase1
2020/9/21,952,23540.0,177599.0,9341.0,10525.0,10117000,1,phase1
2020/9/22,1175,24418.0,181068.0,9606.0,10606.0,10117000,1,phase1
2020/9/23,1223,25499.0,184778.0,9851.0,10673.0,10117000,1,phase1
2020/9/24,1287,26628.0,188869.0,10102.0,10753.0,10117000,1,phase1
2020/9/25,1403,27819.0,192700.0,10384.0,10788.0,10117000,1,phase1
2020/9/26,1658,29117.0,196115.0,10645.0,10802.0,10117000,1,phase1
2020/9/27,2108,30654.0,199710.0,10876.0,10820.0,10117000,1,phase1
2020/9/28,2382,32604.0,204948.0,11279.0,10894.0,10117000,1,phase1
2020/9/29,3230,34814.0,210017.0,11671.0,11041.0,10117000,1,phase1
2020/9/30,3360,37804.0,216076.0,12084.0,11125.0,10117000,1,phase1
2020/10/1,3299,40922.0,222562.0,12569.0,11222.0,10117000,1,phase1
2020/10/2,2670,43980.0,229350.0,13088.0,11312.0,10117000,1,phase1
2020/10/3,2728,46457.0,235061.0,13536.0,11373.0,10117000,1,phase1
2020/10/4,3509,48981.0,240932.0,13871.0,11410.0,10117000,1,phase1
2020/10/5,3479,52230.0,249554.0,14538.0,11561.0,10117000,1,phase1
2020/10/6,3822,55456.0,258408.0,15176.0,11708.0,10117000,1,phase1
2020/10/7,3846,58991.0,267721.0,15959.0,11888.0,10117000,1,phase1
2020/10/8,3095,62552.0,277115.0,16717.0,11981.0,10117000,1,phase1
2020/10/9,2409,65415.0,285123.0,17367.0,12121.0,10117000,1,phase1
2020/10/10,2174,67645.0,291439.0,17835.0,12149.0,10117000,1,phase1
2020/10/11,3283,69656.0,297430.0,18280.0,12178.0,10117000,1,phase1
2020/10/12,3147,72688.0,307879.0,19204.0,12342.0,10117000,1,phase1
2020/10/13,3156,75599.0,317700.0,20054.0,12516.0,10117000,1,phase1
2020/10/14,2914,78518.0,328404.0,20999.0,12686.0,10117000,1,phase1
2020/10/15,2630,81219.0,338236.0,21848.0,12810.0,10117000,1,phase1
2020/10/16,2027,83649.0,347654.0,22816.0,13038.0,10117000,1,phase1
2020/10/17,2052,85522.0,355769.0,23533.0,13114.0,10117000,1,phase1
2020/10/18,3618,87408.0,363503.0,24091.0,13143.0,10117000,1,phase1
2020/10/19,3562,90745.0,378270.0,25537.0,13382.0,10117000,1,phase1
2020/10/20,3538,94040.0,392464.0,26785.0,13673.0,10117000,1,phase1
2020/10/21,3221,97307.0,406737.0,28115.0,13899.0,10117000,1,phase1
2020/10/22,2824,100290.0,419656.0,29339.0,14086.0,10117000,1,phase1
2020/10/23,2083,102898.0,431553.0,30511.0,14306.0,10117000,1,phase1
2020/10/24,1947,104823.0,440354.0,31233.0,14427.0,10117000,1,phase1
2020/10/25,3171,106615.0,449057.0,31860.0,14472.0,10117000,1,phase1
2020/10/26,2861,109543.0,464490.0,33261.0,14730.0,10117000,1,phase1
2020/10/27,2797,112183.0,478330.0,34537.0,14960.0,10117000,1,phase1
2020/10/28,2702,114766.0,492095.0,35737.0,15178.0,10117000,1,phase1
2020/10/29,2696,117259.0,505484.0,37000.0,15429.0,10117000,1,phase1
2020/10/30,1970,119748.0,518614.0,38408.0,15731.0,10117000,1,phase1
2020/10/31,1827,121559.0,528305.0,39144.0,15758.0,10117000,1,phase1
2020/11/1,3731,123232.0,537269.0,39832.0,15789.0,10117000,1,phase1
2020/11/2,3197,126674.0,556195.0,41942.0,16275.0,10117000,1,phase1
2020/11/3,2962,129614.0,571211.0,43469.0,16616.0,10117000,1,phase1
2020/11/4,3188,132345.0,585007.0,44751.0,16967.0,10117000,1,phase1
2020/11/5,3061,135289.0,598961.0,45994.0,17162.0,10117000,1,phase1
2020/11/6,2397,138111.0,612827.0,47471.0,17478.0,10117000,1,phase1
2020/11/7,2602,140325.0,624033.0,48333.0,17572.0,10117000,1,phase1
2020/11/8,4172,142725.0,636171.0,49194.0,17658.0,10117000,1,phase1
2020/11/9,3715,146575.0,654920.0,51134.0,18069.0,10117000,1,phase1
2020/11/10,3917,150008.0,670842.0,52833.0,18453.0,10117000,1,phase1
2020/11/11,3658,153624.0,686959.0,54357.0,18746.0,10117000,1,phase1
2020/11/12,3707,156996.0,701122.0,55626.0,19013.0,10117000,1,phase1
2020/11/13,2731,160412.0,714902.0,57045.0,19398.0,10117000,1,phase1
2020/11/14,2488,162927.0,725213.0,57856.0,19470.0,10117000,1,phase1
2020/11/15,4319,165221.0,734108.0,58486.0,19570.0,10117000,1,phase1
2020/11/16,3865,169213.0,748959.0,59957.0,19967.0,10117000,1,phase1
2020/11/17,3585,172785.0,761410.0,61115.0,20386.0,10117000,1,phase1
2020/11/18,3133,176100.0,772479.0,62039.0,20634.0,10117000,1,phase1
2020/11/19,2893,178993.0,781724.0,62781.0,20806.0,10117000,1,phase1
2020/11/20,2048,181658.0,790551.0,63581.0,21033.0,10117000,1,phase1
2020/11/21,1974,183537.0,796909.0,64013.0,21111.0,10117000,1,phase1
2020/11/22,3280,185348.0,802925.0,64330.0,21099.0,10117000,1,phase1
2020/11/23,2721,188371.0,812638.0,65154.0,21412.0,10117000,1,phase1
2020/11/24,2927,190879.0,820987.0,65854.0,21791.0,10117000,1,phase1
2020/11/25,2604,193580.0,829222.0,66446.0,21963.0,10117000,1,phase1
2020/11/26,2537,195981.0,836483.0,66990.0,22107.0,10117000,1,phase1
2020/11/27,1859,198313.0,843699.0,67679.0,22360.0,10117000,1,phase1
2020/11/28,1789,200025.0,849300.0,67959.0,22361.0,10117000,1,phase1
2020/11/29,3109,201665.0,854615.0,68174.0,22372.0,10117000,1,phase1
2020/11/30,2850,204536.0,863468.0,68984.0,22737.0,10117000,1,phase1
2020/12/1,2761,207169.0,871296.0,69636.0,23103.0,10117000,1,phase1
2020/12/2,2650,209704.0,879387.0,70193.0,23318.0,10117000,1,phase1
2020/12/3,2823,212147.0,886794.0,70699.0,23463.0,10117000,1,phase1
2020/12/4,2095,214751.0,894222.0,71335.0,23685.0,10117000,1,phase1
2020/12/5,2258,216681.0,900334.0,71656.0,23701.0,10117000,1,phase1
2020/12/6,3724,218762.0,906837.0,71981.0,23724.0,10117000,1,phase1
2020/12/7,3448,222195.0,917327.0,72739.0,23966.0,10117000,1,phase1
2020/12/8,3629,225375.0,927284.0,73448.0,24267.0,10117000,1,phase2
2020/12/9,3846,228719.0,937978.0,74126.0,24454.0,10117000,1,phase2
2020/12/10,4210,232268.0,949448.0,74844.0,24651.0,10117000,1,phase2
2020/12/11,3367,236165.0,961546.0,75833.0,24917.0,10117000,1,phase2
2020/12/12,3897,239264.0,971490.0,76298.0,24912.0,10117000,1,phase2
2020/12/13,6162,242859.0,982608.0,77021.0,24982.0,10117000,1,phase2
2020/12/14,5707,248553.0,1001258.0,78339.0,25422.0,10117000,1,phase2
2020/12/15,5488,253823.0,1020119.0,79610.0,25801.0,10117000,1,phase2
2020/12/16,5012,258889.0,1040047.0,80949.0,26103.0,10117000,1,phase2
2020/12/17,5406,263511.0,1059927.0,82274.0,26371.0,10117000,1,phase2
2020/12/18,3771,268496.0,1081297.0,83869.0,26753.0,10117000,1,phase2
2020/12/19,4802,271973.0,1095501.0,84768.0,26883.0,10117000,1,phase2
2020/12/20,6653,276399.0,1115266.0,85970.0,26887.0,10117000,1,phase2
2020/12/21,6350,282541.0,1144560.0,88128.0,27402.0,10117000,1,phase2
2020/12/22,5765,288398.0,1172545.0,90292.0,27867.0,10117000,1,phase2
2020/12/23,4352,293725.0,1198384.0,92356.0,28250.0,10117000,1,phase2
2020/12/24,1612,297741.0,1218100.0,93787.0,28471.0,10117000,1,phase2
2020/12/25,5224,299215.0,1226359.0,94171.0,28417.0,10117000,1,phase2
2020/12/26,5812,304037.0,1252055.0,95917.0,28619.0,10117000,1,phase2
2020/12/27,5212,309387.0,1281940.0,97971.0,28895.0,10117000,1,phase2
2020/12/28,9565,314178.0,1309820.0,100095.0,29174.0,10117000,1,phase2
2020/12/29,8568,323023.0,1361057.0,104685.0,30340.0,10117000,1,phase2
2020/12/30,6430,330942.0,1405095.0,108765.0,31066.0,10117000,1,phase2
2020/12/31,3722,336881.0,1437526.0,111726.0,31570.0,10117000,1,phase2
2021/1/1,7405,340297.0,1456461.0,113031.0,31709.0,10117000,1,phase2
2021/1/2,6837,347134.0,1494277.0,116039.0,32308.0,10117000,1,phase2
2021/1/3,9196,353439.0,1528821.0,118421.0,32701.0,10117000,1,phase2
2021/1/4,7296,361925.0,1576723.0,122865.0,33943.0,10117000,1,phase2
2021/1/5,6531,368651.0,1616696.0,126580.0,35064.0,10117000,1,phase2
2021/1/6,6081,374666.0,1651717.0,129591.0,35922.0,10117000,1,phase2
2021/1/7,5385,380265.0,1683180.0,132502.0,36633.0,10117000,1,phase2
2021/1/8,4580,385219.0,1711464.0,135058.0,37572.0,10117000,1,phase2
2021/1/9,4083,389444.0,1735290.0,136642.0,37994.0,10117000,1,phase2
2021/1/10,6104,393201.0,1757720.0,137992.0,38172.0,10117000,1,phase2
2021/1/11,5275,398832.0,1793402.0,141184.0,39330.0,10117000,1,phase2
2021/1/12,5168,403686.0,1823545.0,143674.0,40290.0,10117000,1,phase2
2021/1/13,4767,408439.0,1851290.0,145790.0,41040.0,10117000,1,phase2
2021/1/14,4781,412828.0,1877246.0,147846.0,41736.0,10117000,1,phase2
2021/1/15,3645,417235.0,1901962.0,149859.0,42445.0,10117000,1,phase2
2021/1/16,3375,420569.0,1920377.0,150864.0,42492.0,10117000,1,phase2
2021/1/17,5088,423676.0,1938076.0,151669.0,42486.0,10117000,1,phase2
2021/1/18,4543,428364.0,1965668.0,153799.0,43241.0,10117000,1,phase2
2021/1/19,4114,432534.0,1989585.0,155591.0,43958.0,10117000,1,phase2
2021/1/20,3697,436301.0,2010450.0,157055.0,44493.0,10117000,1,phase2
2021/1/21,3587,439701.0,2029563.0,158375.0,44883.0,10117000,1,phase2
2021/1/22,2669,442989.0,2047249.0,159752.0,45244.0,10117000,1,phase2
2021/1/23,2045,445431.0,2060301.0,160406.0,45266.0,10117000,1,phase2
2021/1/24,3478,447291.0,2070139.0,160692.0,45193.0,10117000,1,phase2
2021/1/25,3154,450479.0,2088135.0,162191.0,45795.0,10117000,1,phase2
2021/1/26,3051,453365.0,2104216.0,163386.0,46215.0,10117000,1,phase2
2021/1/27,2808,456169.0,2119542.0,164405.0,46492.0,10117000,1,phase2
2021/1/28,2782,458743.0,2133957.0,165338.0,46731.0,10117000,1,phase2
2021/1/29,2159,461285.0,2146662.0,166339.0,46998.0,10117000,1,phase2
2021/1/30,1828,463258.0,2156526.0,166802.0,46913.0,10117000,1,phase2
2021/1/31,2589,464927.0,2165524.0,167091.0,46892.0,10117000,1,phase2
2021/2/1,2416,467287.0,2178836.0,168007.0,47221.0,10117000,1,phase2
2021/2/2,2382,469491.0,2190352.0,168672.0,47491.0,10117000,1,phase2
2021/2/3,2453,471674.0,2201813.0,169390.0,47673.0,10117000,1,phase2
2021/2/4,1950,473925.0,2212365.0,170021.0,47830.0,10117000,1,phase2
2021/2/5,1509,475708.0,2221450.0,170631.0,48014.0,10117000,1,phase2
2021/2/6,1450,477096.0,2228325.0,170925.0,47943.0,10117000,1,phase2
2021/2/7,1890,478417.0,2234826.0,171178.0,47898.0,10117000,1,phase2
2021/2/8,1666,480136.0,2243946.0,171720.0,48097.0,10117000,1,phase2
2021/2/9,1555,481664.0,2252090.0,172165.0,48223.0,10117000,1,phase2
2021/2/10,1602,483081.0,2260009.0,172574.0,48324.0,10117000,1,phase2
2021/2/11,1507,484543.0,2267417.0,172992.0,48372.0,10117000,1,phase2
2021/2/12,1148,485929.0,2274419.0,173342.0,48506.0,10117000,1,phase2
2021/2/13,1050,486977.0,2279451.0,173505.0,48453.0,10117000,1,phase2
2021/2/14,1564,487927.0,2284352.0,173576.0,48374.0,10117000,1,phase2
2021/2/15,1369,489359.0,2292892.0,174128.0,48541.0,10117000,1,phase2
2021/2/16,1321,490611.0,2300320.0,174521.0,48608.0,10117000,1,phase2
2021/2/17,1284,491822.0,2307163.0,174834.0,48664.0,10117000,1,phase2
2021/2/18,1245,493001.0,2313998.0,175145.0,48743.0,10117000,1,phase2
2021/2/19,1059,494135.0,2320026.0,175473.0,48760.0,10117000,1,phase2
2021/2/20,967,495102.0,2324590.0,175690.0,48759.0,10117000,1,phase2
2021/2/21,1406,495982.0,2329154.0,175796.0,48722.0,10117000,1,phase2
2021/2/22,1192,497266.0,2335874.0,176197.0,48884.0,10117000,1,phase2
2021/2/23,1041,498348.0,2341384.0,176456.0,48965.0,10117000,1,phase2
2021/2/24,981,499301.0,2346371.0,176644.0,49022.0,10117000,1,phase2
2021/2/25,873,500192.0,2350779.0,176864.0,49096.0,10117000,1,phase2
2021/2/26,579,500985.0,2354570.0,177020.0,49095.0,10117000,1,phase2
2021/2/27,565,501520.0,2357328.0,177078.0,49070.0,10117000,1,phase2
2021/2/28,904,502028.0,2359973.0,177115.0,49033.0,10117000,1,phase2
2021/3/1,922,502856.0,2363951.0,177286.0,49117.0,10117000,1,phase2
2021/3/2,873,503695.0,2367753.0,177433.0,49161.0,10117000,1,phase2
2021/3/3,915,504489.0,2371139.0,177550.0,49173.0,10117000,1,phase2
2021/3/4,921,505326.0,2374235.0,177654.0,49180.0,10117000,1,phase2
2021/3/5,719,506169.0,2377164.0,177771.0,49186.0,10117000,1,phase2
