,date,age_group,cum_case,cum_admission,cum_death,cumFirstDose,newFirstDose,cumSecondDose,newSecondDose,cumThirdInjection,newThirdInjection,newSpring22,cumSpring22,new_case,new_death,new_admission,current_case,current_admission,,population_size
1970,2021/6/5,65_84,374766,164280,55138,8962890,904,8715032,15958,1535,22,0,0,105,2,21,183717,101319,,9316000
1971,2021/6/5,85+,143179,83471,46103,1394813,66,1362093,474,371,3,0,0,14,4,7,49480,33393,,1457000
1972,2021/6/6,00_17,627026,5802,62,22935,281,10514,63,1,0,0,0,1427,1,8,576436,5463,,10117000
1973,2021/6/6,18_64,2885244,142751,11768,22937941,100307,13224421,211138,3253,40,0,0,3166,1,85,2536404,124185,,36139000
1974,2021/6/6,65_84,374882,164300,55139,8963301,411,8721691,6659,1539,4,0,0,116,1,20,183804,101337,,9316000
1975,2021/6/6,85+,143197,83479,46107,1394840,27,1362293,200,371,0,0,0,18,4,8,49489,33396,,1457000
1976,2021/6/7,00_17,628897,5818,62,23016,81,10575,61,1,0,0,0,1871,0,16,578157,5478,,10117000
1977,2021/6/7,18_64,2889963,142839,11769,23022504,84563,13451597,227176,3316,63,0,0,4719,1,88,2540698,124268,,36139000
1978,2021/6/7,65_84,375041,164318,55142,8963864,563,8729447,7756,1556,17,0,0,159,3,18,183934,101351,,9316000
1979,2021/6/7,85+,143225,83488,46108,1394873,33,1362667,374,372,1,0,0,28,1,9,49506,33404,,1457000
1980,2021/6/8,00_17,630654,5834,62,23198,182,10744,169,1,0,0,0,1757,0,16,579773,5494,,10117000
1981,2021/6/8,18_64,2894634,142924,11772,23128798,106294,13690298,238701,3407,91,0,0,4671,3,85,2544950,124346,,36139000
1982,2021/6/8,65_84,375196,164351,55146,8964580,716,8738425,8978,1574,18,0,0,155,4,33,184045,101378,,9316000
1983,2021/6/8,85+,143260,83501,46110,1394927,54,1363199,532,376,4,0,0,35,2,13,49526,33414,,1457000
1984,2021/6/9,00_17,632419,5848,62,23458,260,10926,182,1,0,0,0,1765,0,14,581398,5507,,10117000
1985,2021/6/9,18_64,2899582,143025,11774,23279952,151154,13934598,244300,3507,100,0,0,4948,2,101,2549444,124440,,36139000
1986,2021/6/9,65_84,375358,164374,55149,8965429,849,8747642,9217,1602,28,0,0,162,3,23,184172,101397,,9316000
1987,2021/6/9,85+,143298,83521,46111,1395000,73,1363764,565,383,7,0,0,38,1,20,49541,33432,,1457000
1988,2021/6/10,00_17,634121,5853,62,23712,254,11254,328,1,0,0,0,1702,0,5,582973,5512,,10117000
1989,2021/6/10,18_64,2904409,143147,11776,23455740,175788,14176185,241587,3628,121,0,0,4827,2,122,2553804,124554,,36139000
1990,2021/6/10,65_84,375515,164403,55155,8966387,958,8756681,9039,1643,41,0,0,157,6,29,184289,101419,,9316000
1991,2021/6/10,85+,143323,83527,46112,1395081,81,1364346,582,392,9,0,0,25,1,6,49558,33437,,1457000
1992,2021/6/11,00_17,635809,5858,62,23973,261,11505,251,1,0,0,0,1688,0,5,584536,5517,,10117000
1993,2021/6/11,18_64,2908997,143241,11778,23633525,177785,14417475,241290,3719,91,0,0,4588,2,94,2557970,124642,,36139000
1994,2021/6/11,65_84,375721,164434,55158,8967274,887,8764372,7691,1668,25,0,0,206,3,31,184449,101445,,9316000
1995,2021/6/11,85+,143348,83541,46113,1395147,66,1364826,480,400,8,0,0,25,1,14,49567,33449,,1457000
1996,2021/6/12,00_17,637303,5866,62,24494,521,11850,345,1,0,0,0,1494,0,8,585915,5524,,10117000
1997,2021/6/12,18_64,2912773,143328,11778,23866291,232766,14689550,272075,3799,80,0,0,3776,0,87,2561389,124724,,36139000
1998,2021/6/12,65_84,375857,164461,55167,8968139,865,8772293,7921,1691,23,0,0,136,9,27,184549,101462,,9316000
1999,2021/6/12,85+,143364,83556,46118,1395208,61,1365197,371,401,1,0,0,16,5,15,49567,33459,,1457000
2000,2021/6/13,00_17,639248,5873,62,24739,245,11982,132,1,0,0,0,1945,0,7,587714,5531,,10117000
2001,2021/6/13,18_64,2916742,143457,11780,23990801,124510,14838134,148584,3844,45,0,0,3969,2,129,2564946,124845,,36139000
2002,2021/6/13,65_84,375995,164495,55170,8968501,362,8776037,3744,1697,6,0,0,138,3,34,184643,101491,,9316000
2003,2021/6/13,85+,143384,83573,46120,1395233,25,1365364,167,402,1,0,0,20,2,17,49569,33473,,1457000
2004,2021/6/14,00_17,641934,5883,62,24943,204,12078,96,2,1,0,0,2686,0,10,590198,5540,,10117000
2005,2021/6/14,18_64,2922737,143566,11784,24100816,110015,14997946,159812,3913,69,0,0,5995,4,109,2570404,124945,,36139000
2006,2021/6/14,65_84,376206,164538,55173,8968992,491,8780559,4522,1725,28,0,0,211,3,43,184796,101529,,9316000
2007,2021/6/14,85+,143418,83592,46122,1395282,49,1365648,284,410,8,0,0,34,2,19,49581,33489,,1457000
2008,2021/6/15,00_17,644755,5905,62,25273,330,12231,153,2,0,0,0,2821,0,22,592796,5561,,10117000
2009,2021/6/15,18_64,2928838,143684,11791,24252480,151664,15165089,167143,3998,85,0,0,6101,7,118,2575951,125050,,36139000
2010,2021/6/15,65_84,376388,164576,55179,8969653,661,8785957,5398,1767,42,0,0,182,6,38,184927,101560,,9316000
2011,2021/6/15,85+,143449,83602,46124,1395336,54,1366058,410,417,7,0,0,31,2,10,49600,33496,,1457000
2012,2021/6/16,00_17,647555,5917,62,25535,262,12448,217,2,0,0,0,2800,0,12,595384,5573,,10117000
2013,2021/6/16,18_64,2935215,143795,11796,24425277,172797,15338400,173311,4070,72,0,0,6377,5,111,2581761,125151,,36139000
2014,2021/6/16,65_84,376585,164614,55183,8970396,743,8791420,5463,1798,31,0,0,197,4,38,185072,101592,,9316000
2015,2021/6/16,85+,143480,83618,46127,1395394,58,1366479,421,423,6,0,0,31,3,16,49613,33509,,1457000
2016,2021/6/17,00_17,650415,5927,63,25963,428,12714,266,5,3,0,0,2860,1,10,598029,5581,,10117000
2017,2021/6/17,18_64,2941635,143928,11796,24640292,215015,15506264,167864,4248,178,0,0,6420,0,133,2587590,125278,,36139000
2018,2021/6/17,65_84,376782,164653,55186,8971262,866,8796679,5259,1829,31,0,0,197,3,39,185216,101626,,9316000
2019,2021/6/17,85+,143515,83638,46128,1395475,81,1366878,399,428,5,0,0,35,1,20,49625,33527,,1457000
2020,2021/6/18,00_17,653071,5939,63,26259,296,12874,160,5,0,0,0,2656,0,12,600484,5593,,10117000
2021,2021/6/18,18_64,2947487,144052,11798,24838578,198286,15666433,160169,4340,92,0,0,5852,2,124,2592900,125394,,36139000
2022,2021/6/18,65_84,376993,164694,55193,8971986,724,8801227,4548,1876,47,0,0,211,7,41,185370,101658,,9316000
2023,2021/6/18,85+,143560,83646,46129,1395534,59,1367284,406,434,6,0,0,45,1,8,49659,33533,,1457000
2024,2021/6/19,00_17,655261,5952,63,26767,508,13202,328,5,0,0,0,2190,0,13,602504,5605,,10117000
2025,2021/6/19,18_64,2952229,144177,11802,25101389,262811,15862113,195680,4435,95,0,0,4742,4,125,2597178,125509,,36139000
2026,2021/6/19,65_84,377158,164722,55204,8972884,898,8806061,4834,1896,20,0,0,165,11,28,185496,101674,,9316000
2027,2021/6/19,85+,143588,83658,46133,1395586,52,1367544,260,437,3,0,0,28,4,12,49673,33541,,1457000
2028,2021/6/20,00_17,658021,5967,63,26951,184,13290,88,5,0,0,0,2760,0,15,605052,5619,,10117000
2029,2021/6/20,18_64,2957481,144289,11810,25242993,141604,15940436,78323,4470,35,0,0,5252,8,112,2601943,125608,,36139000
2030,2021/6/20,65_84,377329,164758,55209,8973252,368,8807693,1632,1903,7,0,0,171,5,36,185618,101703,,9316000
2031,2021/6/20,85+,143604,83666,46142,1395607,21,1367634,90,437,0,0,0,16,9,8,49680,33539,,1457000
2032,2021/6/21,00_17,662149,5978,63,27152,201,13391,101,5,0,0,0,4128,0,11,608874,5630,,10117000
2033,2021/6/21,18_64,2965772,144405,11815,25367543,124550,16032555,92119,4537,67,0,0,8291,5,116,2609526,125713,,36139000
2034,2021/6/21,65_84,377577,164800,55215,8973656,404,8810094,2401,1934,31,0,0,248,6,42,185807,101737,,9316000
2035,2021/6/21,85+,143631,83676,46144,1395639,32,1367807,173,438,1,0,0,27,2,10,49695,33547,,1457000
2036,2021/6/22,00_17,666441,5992,63,27353,201,13547,156,5,0,0,0,4292,0,14,612846,5643,,10117000
2037,2021/6/22,18_64,2974696,144530,11819,25528810,161267,16151030,118475,4635,98,0,0,8924,4,125,2617687,125828,,36139000
2038,2021/6/22,65_84,377874,164831,55219,8974280,624,8813186,3092,1975,41,0,0,297,4,31,186052,101762,,9316000
2039,2021/6/22,85+,143671,83688,46145,1395688,49,1368098,291,441,3,0,0,40,1,12,49720,33557,,1457000
2040,2021/6/23,00_17,671162,6005,63,27639,286,13747,200,5,0,0,0,4721,0,13,617216,5656,,10117000
2041,2021/6/23,18_64,2984441,144671,11821,25705594,176784,16268083,117053,4698,63,0,0,9745,2,141,2626595,125960,,36139000
2042,2021/6/23,65_84,378170,164877,55221,8974953,673,8816341,3155,2029,54,0,0,296,2,46,186280,101804,,9316000
2043,2021/6/23,85+,143706,83700,46147,1395742,54,1368410,312,444,3,0,0,35,2,12,49741,33567,,1457000
2044,2021/6/24,00_17,675906,6020,63,27867,228,13973,226,5,0,0,0,4744,0,15,621607,5670,,10117000
2045,2021/6/24,18_64,2994397,144797,11825,25902551,196957,16399376,131293,4786,88,0,0,9956,4,126,2635714,126076,,36139000
2046,2021/6/24,65_84,378496,164913,55228,8975763,810,8819643,3302,2091,62,0,0,326,7,36,186547,101832,,9316000
2047,2021/6/24,85+,143747,83713,46157,1395798,56,1368712,302,447,3,0,0,41,10,13,49766,33569,,1457000
2048,2021/6/25,00_17,680699,6036,64,28240,373,14150,177,5,0,0,0,4793,1,16,626041,5684,,10117000
2049,2021/6/25,18_64,3004103,144927,11831,26080543,177992,16528657,129281,4873,87,0,0,9706,6,130,2644597,126194,,36139000
2050,2021/6/25,65_84,378852,164958,55233,8976500,737,8822558,2915,2152,61,0,0,356,5,45,186833,101869,,9316000
2051,2021/6/25,85+,143779,83725,46166,1395860,62,1368967,255,454,7,0,0,32,9,12,49784,33572,,1457000
2052,2021/6/26,00_17,685040,6062,64,28687,447,14451,301,5,0,0,0,4341,0,26,630046,5709,,10117000
2053,2021/6/26,18_64,3012913,145063,11835,26296444,215901,16704405,175748,4973,100,0,0,8810,4,136,2652641,126320,,36139000
2054,2021/6/26,65_84,379154,165006,55234,8977468,968,8825630,3072,2198,46,0,0,302,1,48,187065,101914,,9316000
2055,2021/6/26,85+,143810,83736,46170,1395912,52,1369190,223,456,2,0,0,31,4,11,49801,33578,,1457000
2056,2021/6/27,00_17,690305,6070,64,28902,215,14579,128,5,0,0,0,5265,0,8,634927,5716,,10117000
2057,2021/6/27,18_64,3022663,145218,11840,26414935,118491,16802182,97777,5028,55,0,0,9750,5,155,2661540,126462,,36139000
2058,2021/6/27,65_84,379507,165053,55242,8977962,494,8826892,1262,2216,18,0,0,353,8,47,187346,101951,,9316000
2059,2021/6/27,85+,143845,83752,46176,1395930,18,1369269,79,456,0,0,0,35,6,16,49818,33587,,1457000
2060,2021/6/28,00_17,698357,6079,64,29037,135,14682,103,5,0,0,0,8052,0,9,642395,5725,,10117000
2061,2021/6/28,18_64,3037532,145384,11843,26516016,101081,16903302,101120,5110,82,0,0,14869,3,166,2675181,126617,,36139000
2062,2021/6/28,65_84,380020,165100,55245,8978393,431,8828644,1752,2252,36,0,0,513,3,47,187775,101993,,9316000
2063,2021/6/28,85+,143904,83772,46180,1395967,37,1369412,143,458,2,0,0,59,4,20,49853,33602,,1457000
2064,2021/6/29,00_17,705918,6106,64,29252,215,14822,140,5,0,0,0,7561,0,27,649389,5751,,10117000
2065,2021/6/29,18_64,3052582,145550,11848,26628701,112685,17014113,110811,5219,109,0,0,15050,5,166,2688990,126771,,36139000
2066,2021/6/29,65_84,380576,165168,55254,8978991,598,8830685,2041,2307,55,0,0,556,9,68,188224,102048,,9316000
2067,2021/6/29,85+,143972,83791,46186,1396003,36,1369615,203,466,8,0,0,68,6,19,49897,33614,,1457000
2068,2021/6/30,00_17,713555,6129,64,29578,326,15052,230,5,0,0,0,7637,0,23,656457,5773,,10117000
2069,2021/6/30,18_64,3068283,145759,11851,26744982,116281,17148651,134538,5299,80,0,0,15701,3,209,2703360,126967,,36139000
2070,2021/6/30,65_84,381103,165240,55267,8979637,646,8832980,2295,2366,59,0,0,527,13,72,188641,102104,,9316000
2071,2021/6/30,85+,144032,83816,46190,1396050,47,1369853,238,470,4,0,0,60,4,25,49928,33634,,1457000
2072,2021/7/1,00_17,721097,6148,66,29876,298,15231,179,5,0,0,0,7542,2,19,663442,5789,,10117000
2073,2021/7/1,18_64,3084339,145931,11857,26864523,119541,17291866,143215,5387,88,0,0,16056,6,172,2718098,127124,,36139000
2074,2021/7/1,65_84,381672,165309,55276,8980254,617,8835266,2286,2410,44,0,0,569,9,69,189100,102161,,9316000
2075,2021/7/1,85+,144112,83846,46195,1396102,52,1370110,257,470,0,0,0,80,5,30,49972,33658,,1457000
2076,2021/7/2,00_17,728185,6169,67,30130,254,15423,192,5,0,0,0,7088,1,21,670002,5808,,10117000
2077,2021/7/2,18_64,3098840,146113,11862,26967689,103166,17428815,136949,5480,93,0,0,14501,5,182,2731381,127293,,36139000
2078,2021/7/2,65_84,382278,165373,55289,8980869,615,8837234,1968,2436,26,0,0,606,13,64,189599,102209,,9316000
2079,2021/7/2,85+,144191,83878,46201,1396144,42,1370304,194,473,3,0,0,79,6,32,50013,33682,,1457000
2080,2021/7/3,00_17,734775,6188,67,30586,456,15729,306,5,0,0,0,6590,0,19,676103,5826,,10117000
2081,2021/7/3,18_64,3112279,146316,11869,27091221,123532,17596081,167266,5572,92,0,0,13439,7,203,2743657,127479,,36139000
2082,2021/7/3,65_84,382830,165441,55297,8981557,688,8839162,1928,2459,23,0,0,552,8,68,190044,102265,,9316000
2083,2021/7/3,85+,144242,83903,46210,1396179,35,1370447,143,473,0,0,0,51,9,25,50036,33697,,1457000
2084,2021/7/4,00_17,742098,6218,67,30744,158,15834,105,5,0,0,0,7323,0,30,682873,5854,,10117000
2085,2021/7/4,18_64,3126161,146564,11876,27154236,63015,17681743,85662,5610,38,0,0,13882,7,248,2756299,127708,,36139000
2086,2021/7/4,65_84,383365,165521,55305,8981852,295,8839938,776,2465,6,0,0,535,8,80,190460,102334,,9316000
2087,2021/7/4,85+,144303,83935,46218,1396196,17,1370484,37,473,0,0,0,61,8,32,50060,33720,,1457000
2088,2021/7/5,00_17,752063,6242,67,30882,138,15946,112,5,0,0,0,9965,0,24,692102,5877,,10117000
2089,2021/7/5,18_64,3145551,146825,11883,27215132,60896,17786527,104784,5671,61,0,0,19390,7,261,2774043,127950,,36139000
2090,2021/7/5,65_84,384122,165610,55313,8982238,386,8841100,1162,2476,11,0,0,757,8,89,191074,102410,,9316000
2091,2021/7/5,85+,144387,83977,46227,1396224,28,1370586,102,474,1,0,0,84,9,42,50096,33751,,1457000
2092,2021/7/6,00_17,761785,6266,67,31055,173,16090,144,5,0,0,0,9722,0,24,701105,5900,,10117000
2093,2021/7/6,18_64,3166550,147112,11887,27284775,69643,17893024,106497,5744,73,0,0,20999,4,287,2793255,128219,,36139000
2094,2021/7/6,65_84,384892,165718,55321,8982698,460,8842569,1469,2488,12,0,0,770,8,108,191681,102505,,9316000
2095,2021/7/6,85+,144498,84016,46234,1396262,38,1370719,133,476,2,0,0,111,7,39,50160,33781,,1457000
2096,2021/7/7,00_17,771789,6283,67,31224,169,16272,182,5,0,0,0,10004,0,17,710378,5916,,10117000
2097,2021/7/7,18_64,3189880,147417,11892,27357831,73056,18019580,126556,5829,85,0,0,23330,5,305,2814614,128505,,36139000
2098,2021/7/7,65_84,385705,165819,55331,8983250,552,8844235,1666,2508,20,0,0,813,10,101,192335,102591,,9316000
2099,2021/7/7,85+,144596,84054,46242,1396300,38,1370923,204,478,2,0,0,98,8,38,50213,33809,,1457000
2100,2021/7/8,00_17,780535,6301,67,31509,285,16464,192,5,0,0,0,8746,0,18,718481,5933,,10117000
2101,2021/7/8,18_64,3210107,147730,11897,27439926,82095,18154984,135404,5928,99,0,0,20227,5,313,2833083,128798,,36139000
2102,2021/7/8,65_84,386517,165934,55348,8983949,699,8846019,1784,2530,22,0,0,812,17,115,192974,102684,,9316000
2103,2021/7/8,85+,144676,84096,46250,1396350,50,1371099,176,481,3,0,0,80,8,42,50246,33841,,1457000
2104,2021/7/9,00_17,789381,6330,67,31682,173,16656,192,5,0,0,0,8846,0,29,726666,5961,,10117000
2105,2021/7/9,18_64,3229317,148016,11905,27517801,77875,18299243,144259,6023,95,0,0,19210,8,286,2850635,129062,,36139000
2106,2021/7/9,65_84,387391,166028,55371,8984628,679,8847657,1638,2548,18,0,0,874,23,94,193692,102750,,9316000
2107,2021/7/9,85+,144783,84138,46258,1396384,34,1371257,158,484,3,0,0,107,8,42,50303,33873,,1457000
2108,2021/7/10,00_17,797209,6350,67,32028,346,17012,356,6,1,0,0,7828,0,20,733915,5980,,10117000
2109,2021/7/10,18_64,3245977,148311,11915,27600982,83181,18477770,178527,6155,132,0,0,16660,10,295,2865810,129333,,36139000
2110,2021/7/10,65_84,388222,166123,55385,8985309,681,8849379,1722,2568,20,0,0,831,14,95,194368,102827,,9316000
2111,2021/7/10,85+,144865,84170,46267,1396440,56,1371361,104,486,2,0,0,82,9,32,50347,33894,,1457000
2112,2021/7/11,00_17,805834,6385,67,32131,103,17122,110,6,0,0,0,8625,0,35,741889,6013,,10117000
2113,2021/7/11,18_64,3263876,148619,11922,27634569,33587,18560290,82520,6204,49,0,0,17899,7,308,2882123,129619,,36139000
2114,2021/7/11,65_84,389030,166226,55398,8985588,279,8850045,666,2574,6,0,0,808,13,103,195016,102912,,9316000
2115,2021/7/11,85+,144929,84226,46274,1396450,10,1371402,41,486,0,0,0,64,7,56,50350,33941,,1457000
2116,2021/7/12,00_17,818400,6439,67,32239,108,17272,150,6,0,0,0,12566,0,54,753503,6065,,10117000
2117,2021/7/12,18_64,3290395,148984,11927,27674324,39755,18654102,93812,6269,65,0,0,26519,5,365,2906382,129962,,36139000
2118,2021/7/12,65_84,390257,166362,55419,8985921,333,8851136,1091,2586,12,0,0,1227,21,136,196019,103021,,9316000
2119,2021/7/12,85+,145063,84281,46282,1396471,21,1371478,76,488,2,0,0,134,8,55,50420,33985,,1457000
2120,2021/7/13,00_17,830704,6481,67,32399,160,17449,177,6,0,0,0,12304,0,42,764887,6105,,10117000
2121,2021/7/13,18_64,3320019,149385,11935,27721173,46849,18776560,122458,6332,63,0,0,29624,8,401,2933489,130336,,36139000
2122,2021/7/13,65_84,391377,166499,55440,8986401,480,8852458,1322,2597,11,0,0,1120,21,137,196922,103130,,9316000
2123,2021/7/13,85+,145210,84322,46291,1396502,31,1371617,139,489,1,0,0,147,9,41,50515,34015,,1457000
2124,2021/7/14,00_17,844340,6517,67,32582,183,17683,234,6,0,0,0,13636,0,36,777513,6139,,10117000
2125,2021/7/14,18_64,3355215,149796,11943,27770323,49150,18924366,147806,6399,67,0,0,35196,8,411,2965760,130719,,36139000
2126,2021/7/14,65_84,392709,166640,55458,8986927,526,8854061,1603,2613,16,0,0,1332,18,141,198018,103246,,9316000
2127,2021/7/14,85+,145326,84370,46298,1396531,29,1371756,139,490,1,0,0,116,7,48,50575,34054,,1457000
2128,2021/7/15,00_17,859109,6554,67,32872,290,17966,283,6,0,0,0,14769,0,37,791190,6174,,10117000
2129,2021/7/15,18_64,3396401,150229,11952,27822909,52586,19092942,168576,6482,83,0,0,41186,9,433,3003571,131123,,36139000
2130,2021/7/15,65_84,394174,166781,55481,8987535,608,8855791,1730,2637,24,0,0,1465,23,141,199237,103358,,9316000
2131,2021/7/15,85+,145464,84417,46310,1396569,38,1371928,172,492,2,0,0,138,12,47,50656,34087,,1457000
2132,2021/7/16,00_17,872364,6590,67,33103,231,18187,221,6,0,0,0,13255,0,36,803462,6209,,10117000
2133,2021/7/16,18_64,3432553,150620,11961,27872333,49424,19259089,166147,6588,106,0,0,36152,9,391,3036750,131486,,36139000
2134,2021/7/16,65_84,395715,166900,55500,8988056,521,8857290,1499,2655,18,0,0,1541,19,119,200549,103452,,9316000
2135,2021/7/16,85+,145622,84463,46323,1396612,43,1372068,140,497,5,0,0,158,13,46,50757,34117,,1457000
2136,2021/7/17,00_17,881967,6627,68,33541,438,18567,380,6,0,0,0,9603,1,37,812342,6243,,10117000
2137,2021/7/17,18_64,3456774,151003,11971,27932292,59959,19461803,202714,6680,92,0,0,24221,10,383,3058858,131841,,36139000
2138,2021/7/17,65_84,397023,167040,55518,8988713,657,8858795,1505,2667,12,0,0,1308,18,140,201624,103567,,9316000
2139,2021/7/17,85+,145758,84524,46338,1396657,45,1372151,83,499,2,0,0,136,15,61,50822,34161,,1457000
2140,2021/7/18,00_17,891664,6664,68,33662,121,18691,124,6,0,0,0,9697,0,37,821309,6278,,10117000
2141,2021/7/18,18_64,3478932,151445,11985,27959709,27417,19567179,105376,6718,38,0,0,22158,14,442,3078991,132248,,36139000
2142,2021/7/18,65_84,398189,167186,55540,8988976,263,8859407,612,2669,2,0,0,1166,22,146,202560,103684,,9316000
2143,2021/7/18,85+,145886,84597,46359,1396666,9,1372199,48,500,1,0,0,128,21,73,50868,34209,,1457000
2144,2021/7/19,00_17,903795,6716,68,33804,142,18799,108,6,0,0,0,12131,0,52,832522,6328,,10117000
2145,2021/7/19,18_64,3508327,151901,12001,27990088,30379,19674471,107292,6781,63,0,0,29395,16,456,3105831,132666,,36139000
2146,2021/7/19,65_84,399845,167381,55581,8989300,324,8860326,919,2679,10,0,0,1656,41,195,203903,103829,,9316000
2147,2021/7/19,85+,146067,84646,46372,1396691,25,1372292,93,500,0,0,0,181,13,49,50987,34243,,1457000
2148,2021/7/20,00_17,913973,6772,68,34002,198,18945,146,6,0,0,0,10178,0,56,841917,6381,,10117000
2149,2021/7/20,18_64,3532480,152405,12018,28022982,32894,19798059,123588,6839,58,0,0,24153,17,504,3127755,133129,,36139000
2150,2021/7/20,65_84,401266,167572,55596,8989707,407,8861392,1066,2689,10,0,0,1421,15,191,205032,103996,,9316000
2151,2021/7/20,85+,146235,84700,46389,1396724,33,1372389,97,501,1,0,0,168,17,54,51089,34277,,1457000
2152,2021/7/21,00_17,923025,6825,68,34224,222,19153,208,6,0,0,0,9052,0,53,850269,6432,,10117000
2153,2021/7/21,18_64,3553595,152864,12025,28060013,37031,19942229,144170,6917,78,0,0,21115,7,459,3146902,133559,,36139000
2154,2021/7/21,65_84,402603,167762,55620,8990174,467,8862634,1242,2701,12,0,0,1337,24,190,206083,104153,,9316000
2155,2021/7/21,85+,146384,84781,46403,1396762,38,1372513,124,502,1,0,0,149,14,81,51147,34340,,1457000
2156,2021/7/22,00_17,930873,6882,69,34483,259,19418,265,6,0,0,0,7848,1,57,857500,6485,,10117000
2157,2021/7/22,18_64,3572129,153391,12044,28096609,36596,20097077,154848,6997,80,0,0,18534,19,527,3163585,134042,,36139000
2158,2021/7/22,65_84,403768,167946,55648,8990637,463,8863947,1313,2722,21,0,0,1165,28,184,206981,104300,,9316000
2159,2021/7/22,85+,146518,84838,46421,1396795,33,1372683,170,503,1,0,0,134,18,57,51214,34377,,1457000
2160,2021/7/23,00_17,938053,6925,69,34714,231,19600,182,6,0,0,0,7180,0,43,864124,6526,,10117000
2161,2021/7/23,18_64,3588200,153850,12063,28131806,35197,20250594,153517,7077,80,0,0,16071,19,459,3178050,134460,,36139000
2162,2021/7/23,65_84,404860,168092,55680,8991064,427,8865269,1322,2729,7,0,0,1092,32,146,207849,104407,,9316000
2163,2021/7/23,85+,146690,84915,46443,1396823,28,1372835,152,504,1,0,0,172,22,77,51297,34428,,1457000
2164,2021/7/24,00_17,944324,6970,69,35019,305,19838,238,6,0,0,0,6271,0,45,869902,6569,,10117000
2165,2021/7/24,18_64,3601158,154313,12079,28170554,38748,20431821,181227,7148,71,0,0,12958,16,463,3189619,134885,,36139000
2166,2021/7/24,65_84,405777,168257,55710,8991502,438,8866457,1188,2733,4,0,0,917,30,165,208535,104534,,9316000
2167,2021/7/24,85+,146801,84976,46463,1396847,24,1372919,84,507,3,0,0,111,20,61,51339,34466,,1457000
2168,2021/7/25,00_17,950489,7029,69,35114,95,19945,107,6,0,0,0,6165,0,59,875567,6625,,10117000
2169,2021/7/25,18_64,3613655,154828,12098,28190798,20244,20526540,94719,7205,57,0,0,12497,19,515,3200708,135357,,36139000
2170,2021/7/25,65_84,406641,168451,55738,8991691,189,8866978,521,2736,3,0,0,864,28,194,209144,104691,,9316000
2171,2021/7/25,85+,146912,85044,46480,1396856,9,1372954,35,508,1,0,0,111,17,68,51374,34514,,1457000
2172,2021/7/26,00_17,957933,7086,69,35253,139,20090,145,6,0,0,0,7444,0,57,882423,6679,,10117000
2173,2021/7/26,18_64,3631278,155318,12109,28216741,25943,20633566,107026,7275,70,0,0,17623,11,490,3216583,135812,,36139000
2174,2021/7/26,65_84,407892,168642,55770,8991986,295,8867832,854,2753,17,0,0,1251,32,191,210114,104841,,9316000
2175,2021/7/26,85+,147104,85128,46504,1396879,23,1373019,65,510,2,0,0,192,24,84,51468,34570,,1457000
2176,2021/7/27,00_17,964960,7133,69,35480,227,20286,196,6,0,0,0,7027,0,47,888901,6724,,10117000
2177,2021/7/27,18_64,3648997,155831,12122,28244564,27823,20748321,114755,7344,69,0,0,17719,13,513,3232523,136288,,36139000
2178,2021/7/27,65_84,408984,168834,55803,8992353,367,8868901,1069,2764,11,0,0,1092,33,192,210936,104991,,9316000
2179,2021/7/27,85+,147255,85192,46517,1396909,30,1373124,105,510,0,0,0,151,13,64,51544,34618,,1457000
2180,2021/7/28,00_17,971925,7167,69,35679,199,20502,216,6,0,0,0,6965,0,34,895334,6756,,10117000
2181,2021/7/28,18_64,3667832,156291,12138,28274793,30229,20879121,130800,7392,48,0,0,18835,16,460,3249553,136710,,36139000
2182,2021/7/28,65_84,409941,169018,55838,8992742,389,8870046,1145,2767,3,0,0,957,35,184,211641,105131,,9316000
2183,2021/7/28,85+,147392,85241,46538,1396939,30,1373229,105,510,0,0,0,137,21,49,51623,34643,,1457000
2184,2021/7/29,00_17,978362,7213,69,35947,268,20701,199,6,0,0,0,6437,0,46,901266,6800,,10117000
2185,2021/7/29,18_64,3685649,156754,12157,28306496,31703,21021912,142791,7473,81,0,0,17817,19,463,3265634,137132,,36139000
2186,2021/7/29,65_84,410892,169206,55868,8993200,458,8871297,1251,2775,8,0,0,951,30,188,212336,105280,,9316000
2187,2021/7/29,85+,147521,85302,46557,1396972,33,1373345,116,510,0,0,0,129,19,61,51681,34683,,1457000
2188,2021/7/30,00_17,984065,7246,69,36144,197,20922,221,7,1,0,0,5703,0,33,906528,6831,,10117000
2189,2021/7/30,18_64,3700907,157157,12182,28334739,28243,21162156,140244,7533,60,0,0,15258,25,403,3279399,137491,,36139000
2190,2021/7/30,65_84,411843,169371,55916,8993569,369,8872370,1073,2785,10,0,0,951,48,165,213054,105389,,9316000
2191,2021/7/30,85+,147690,85350,46580,1397005,33,1373448,103,511,1,0,0,169,23,48,51790,34705,,1457000
2192,2021/7/31,00_17,989025,7282,69,36399,255,21296,374,7,0,0,0,4960,0,36,911098,6866,,10117000
2193,2021/7/31,18_64,3713407,157498,12200,28367619,32880,21347412,185256,7603,70,0,0,12500,18,341,3290665,137798,,36139000
2194,2021/7/31,65_84,412672,169526,55951,8993967,398,8873558,1188,2793,8,0,0,829,35,155,213669,105502,,9316000
2195,2021/7/31,85+,147836,85411,46604,1397026,21,1373522,74,512,1,0,0,146,24,61,51865,34739,,1457000
