,date,age_group,cum_case,cum_admission,cum_death,cumFirstDose,newFirstDose,cumSecondDose,newSecondDose,cumThirdInjection,newThirdInjection,newSpring22,cumSpring22,new_case,new_death,new_admission,current_case,current_admission,,population_size
1414,2021/1/17,65_84,300401,127274,40867,1160297,49444,145018,130,21,0,0,0,2384,543,1408,151669,80346,,9316000
1415,2021/1/17,85+,115832,65072,33520,914516,30236,183487,30,2,0,0,0,803,514,752,42486,28453,,1457000
1416,2021/1/18,00_17,465624,4001,46,161,5,5,0,0,0,0,0,5088,0,37,428364,3764,,10117000
1417,2021/1/18,18_64,2228835,103964,8254,1558030,82730,105314,633,119,1,0,0,31179,138,1360,1965668,90759,,36139000
1418,2021/1/18,65_84,304357,128818,41402,1201948,41651,145218,200,21,0,0,0,3956,535,1544,153799,81281,,9316000
1419,2021/1/18,85+,117474,65842,34018,934913,20397,183635,148,2,0,0,0,1642,498,770,43241,28688,,1457000
1420,2021/1/19,00_17,470167,4049,48,183,22,5,0,0,0,0,0,4543,2,48,432534,3808,,10117000
1421,2021/1/19,18_64,2256166,105426,8367,1652411,94381,106130,816,123,4,0,0,27331,113,1462,1989585,92038,,36139000
1422,2021/1/19,65_84,307908,130323,42009,1339643,137695,145523,305,21,0,0,0,3551,607,1505,155591,82108,,9316000
1423,2021/1/19,85+,119056,66594,34546,986705,51792,183848,213,2,0,0,0,1582,528,752,43958,28876,,1457000
1424,2021/1/20,00_17,474281,4102,48,198,15,6,1,0,0,0,0,4114,0,53,436301,3858,,10117000
1425,2021/1/20,18_64,2280163,106844,8494,1758144,105733,107162,1032,124,1,0,0,23997,127,1418,2010450,93262,,36139000
1426,2021/1/20,65_84,311040,131767,42575,1494722,155079,145864,341,21,0,0,0,3132,566,1444,157055,82917,,9316000
1427,2021/1/20,85+,120452,67355,35029,1031782,45077,184127,279,3,1,0,0,1396,483,761,44493,29118,,1457000
1428,2021/1/21,00_17,477978,4135,48,213,15,6,0,0,0,0,0,3697,0,33,439701,3890,,10117000
1429,2021/1/21,18_64,2302114,108114,8616,1870314,112170,108055,893,128,4,0,0,21951,122,1270,2029563,94349,,36139000
1430,2021/1/21,65_84,313872,133077,43097,1684101,189379,146226,362,25,4,0,0,2832,522,1310,158375,83643,,9316000
1431,2021/1/21,85+,121539,67974,35521,1074697,42915,184424,297,3,0,0,0,1087,492,619,44883,29216,,1457000
1432,2021/1/22,00_17,481565,4178,48,226,13,6,0,0,0,0,0,3587,0,43,442989,3931,,10117000
1433,2021/1/22,18_64,2322486,109345,8745,1995893,125579,108644,589,135,7,0,0,20372,129,1231,2047249,95393,,36139000
1434,2021/1/22,65_84,316607,134240,43602,1955563,271462,146322,96,26,1,0,0,2735,505,1163,159752,84245,,9316000
1435,2021/1/22,85+,122548,68550,36014,1128514,53817,184457,33,3,0,0,0,1009,493,576,45244,29271,,1457000
1436,2021/1/23,00_17,484234,4214,48,254,28,6,0,0,0,0,0,2669,0,36,445431,3965,,10117000
1437,2021/1/23,18_64,2337637,110361,8852,2103114,107221,109182,538,136,1,0,0,15151,107,1016,2060301,96253,,36139000
1438,2021/1/23,65_84,318523,135365,44125,2250948,295385,146402,80,26,0,0,0,1916,523,1125,160406,84794,,9316000
1439,2021/1/23,85+,123221,69153,36451,1170962,42448,184482,25,3,0,0,0,673,437,603,45266,29409,,1457000
1440,2021/1/24,00_17,486279,4253,48,266,12,6,0,0,0,0,0,2045,0,39,447291,4002,,10117000
1441,2021/1/24,18_64,2349411,111456,8948,2163238,60124,109632,450,136,0,0,0,11774,96,1095,2070139,97200,,36139000
1442,2021/1/24,65_84,320041,136488,44601,2362025,111077,146462,60,27,1,0,0,1518,476,1123,160692,85387,,9316000
1443,2021/1/24,85+,123753,69720,36921,1183855,12893,184504,22,3,0,0,0,532,470,567,45193,29479,,1457000
1444,2021/1/25,00_17,489757,4295,48,278,12,6,0,0,0,0,0,3478,0,42,450479,4042,,10117000
1445,2021/1/25,18_64,2369928,112512,9064,2236713,73475,110119,487,138,2,0,0,20517,116,1056,2088135,98090,,36139000
1446,2021/1/25,65_84,322805,137556,45078,2458561,96536,146536,74,28,1,0,0,2764,477,1068,162191,85927,,9316000
1447,2021/1/25,85+,124921,70203,37403,1197700,13845,184534,30,3,0,0,0,1168,482,483,45795,29457,,1457000
1448,2021/1/26,00_17,492911,4338,48,292,14,6,0,0,0,0,0,3154,0,43,453365,4083,,10117000
1449,2021/1/26,18_64,2388396,113580,9167,2322348,85635,110556,437,142,4,0,0,18468,103,1068,2104216,99004,,36139000
1450,2021/1/26,65_84,325294,138672,45517,2576990,118429,146608,72,31,3,0,0,2489,439,1116,163386,86551,,9316000
1451,2021/1/26,85+,125990,70775,37829,1213179,15479,184561,27,4,1,0,0,1069,426,572,46215,29575,,1457000
1452,2021/1/27,00_17,495962,4367,48,309,17,6,0,0,0,0,0,3051,0,29,456169,4111,,10117000
1453,2021/1/27,18_64,2406059,114655,9266,2412721,90373,111081,525,146,4,0,0,17663,99,1075,2119542,99929,,36139000
1454,2021/1/27,65_84,327544,139743,45979,2700172,123182,146696,88,31,0,0,0,2250,462,1071,164405,87109,,9316000
1455,2021/1/27,85+,126899,71342,38280,1227536,14357,184593,32,5,1,0,0,909,451,567,46492,29664,,1457000
1456,2021/1/28,00_17,498770,4400,48,338,29,6,0,0,0,0,0,2808,0,33,458743,4142,,10117000
1457,2021/1/28,18_64,2422718,115709,9370,2510806,98085,112050,969,149,3,0,0,16659,104,1054,2133957,100829,,36139000
1458,2021/1/28,65_84,329724,140834,46437,2908948,208776,146883,187,32,1,0,0,2180,458,1091,165338,87690,,9316000
1459,2021/1/28,85+,127739,71883,38739,1245882,18346,184657,64,6,1,0,0,840,459,541,46731,29721,,1457000
1460,2021/1/29,00_17,501552,4441,50,383,45,7,1,0,0,0,0,2782,2,41,461285,4179,,10117000
1461,2021/1/29,18_64,2437391,116629,9472,2623926,113120,113885,1835,151,2,0,0,14673,102,920,2146662,101603,,36139000
1462,2021/1/29,65_84,331821,141780,46882,3239414,330466,147299,416,38,6,0,0,2097,445,946,166339,88146,,9316000
1463,2021/1/29,85+,128534,72355,39135,1263480,17598,184737,80,6,0,0,0,795,396,472,46998,29774,,1457000
1464,2021/1/30,00_17,503711,4473,50,422,39,8,1,0,0,0,0,2159,0,32,463258,4210,,10117000
1465,2021/1/30,18_64,2448878,117432,9558,2722988,99062,115807,1922,156,5,0,0,11487,86,803,2156526,102282,,36139000
1466,2021/1/30,65_84,333269,142662,47250,3576468,337054,147679,380,45,7,0,0,1448,368,882,166802,88618,,9316000
1467,2021/1/30,85+,128957,72832,39514,1276439,12959,184810,73,8,2,0,0,423,379,477,46913,29849,,1457000
1468,2021/1/31,00_17,505539,4502,51,468,46,10,2,0,0,0,0,1828,1,29,464927,4236,,10117000
1469,2021/1/31,18_64,2459453,118253,9647,2791878,68890,117656,1849,158,2,0,0,10575,89,821,2165524,102974,,36139000
1470,2021/1/31,65_84,334558,143570,47642,3775784,199316,148127,448,46,1,0,0,1289,392,908,167091,89091,,9316000
1471,2021/1/31,85+,129392,73257,39845,1281083,4644,184942,132,8,0,0,0,435,331,425,46892,29923,,1457000
1472,2021/2/1,00_17,508128,4546,51,492,24,10,0,0,0,0,0,2589,0,44,467287,4278,,10117000
1473,2021/2/1,18_64,2474785,119178,9729,2860551,68673,118825,1169,160,2,0,0,15332,82,925,2178836,103773,,36139000
1474,2021/2/1,65_84,336538,144492,48027,3955659,179875,148335,208,47,1,0,0,1980,385,922,168007,89584,,9316000
1475,2021/2/1,85+,130237,73713,40188,1287787,6704,184978,36,8,0,0,0,845,343,456,47221,30014,,1457000
1476,2021/2/2,00_17,510544,4585,51,517,25,11,1,0,0,0,0,2416,0,39,469491,4315,,10117000
1477,2021/2/2,18_64,2488024,119956,9818,2941784,81233,119881,1056,163,3,0,0,13239,89,778,2190352,104425,,36139000
1478,2021/2/2,65_84,338275,145440,48365,4156064,200405,148551,216,51,4,0,0,1737,338,948,168672,90149,,9316000
1479,2021/2/2,85+,131020,74170,40524,1294698,6911,185056,78,10,2,0,0,783,336,457,47491,30114,,1457000
1480,2021/2/3,00_17,512926,4614,53,561,44,11,0,0,0,0,0,2382,2,29,471674,4341,,10117000
1481,2021/2/3,18_64,2501192,120722,9919,3039739,97955,121819,1938,163,0,0,0,13168,101,766,2201813,105054,,36139000
1482,2021/2/3,65_84,339977,146302,48726,4404696,248632,148899,348,55,4,0,0,1702,361,862,169390,90609,,9316000
1483,2021/2/3,85+,131689,74609,40844,1301961,7263,185169,113,10,0,0,0,669,320,439,47673,30212,,1457000
1484,2021/2/4,00_17,515379,4641,53,616,55,11,0,0,0,0,0,2453,0,27,473925,4367,,10117000
1485,2021/2/4,18_64,2513343,121453,10000,3146957,107218,124248,2429,164,1,0,0,12151,81,731,2212365,105669,,36139000
1486,2021/2/4,65_84,341486,147073,49027,4670412,265716,149255,356,59,4,0,0,1509,301,771,170021,91042,,9316000
1487,2021/2/4,85+,132264,74986,41114,1309592,7631,185248,79,11,1,0,0,575,270,377,47830,30301,,1457000
1488,2021/2/5,00_17,517329,4668,54,662,46,11,0,0,0,0,0,1950,1,27,475708,4391,,10117000
1489,2021/2/5,18_64,2523874,122147,10077,3260231,113274,125834,1586,165,1,0,0,10531,77,694,2221450,106253,,36139000
1490,2021/2/5,65_84,342888,147765,49324,4940053,269641,149544,289,61,2,0,0,1402,297,692,170631,91404,,9316000
1491,2021/2/5,85+,132831,75329,41417,1316859,7267,185304,56,12,1,0,0,567,303,343,48014,30324,,1457000
1492,2021/2/6,00_17,518838,4682,54,706,44,11,0,0,0,0,0,1509,0,14,477096,4405,,10117000
1493,2021/2/6,18_64,2531975,122794,10150,3390820,130589,126385,551,165,0,0,0,8101,73,647,2228325,106796,,36139000
1494,2021/2/6,65_84,343906,148416,49619,5267230,327177,149658,114,64,3,0,0,1018,295,651,170925,91729,,9316000
1495,2021/2/6,85+,133150,75696,41661,1321789,4930,185314,10,12,0,0,0,319,244,367,47943,30430,,1457000
1496,2021/2/7,00_17,520288,4707,54,730,24,11,0,0,0,0,0,1450,0,25,478417,4428,,10117000
1497,2021/2/7,18_64,2539702,123468,10219,3451323,60503,126726,341,166,1,0,0,7727,69,674,2234826,107369,,36139000
1498,2021/2/7,65_84,344849,149038,49903,5424071,156841,149733,75,65,1,0,0,943,284,622,171178,92037,,9316000
1499,2021/2/7,85+,133478,76045,41878,1324142,2353,185327,13,12,0,0,0,328,217,349,47898,30545,,1457000
1500,2021/2/8,00_17,522178,4743,54,764,34,11,0,0,0,0,0,1890,0,36,480136,4463,,10117000
1501,2021/2/8,18_64,2550266,124158,10285,3520293,68970,127687,961,170,4,0,0,10564,66,690,2243946,107960,,36139000
1502,2021/2/8,65_84,346170,149723,50198,5580707,156636,149865,132,70,5,0,0,1321,295,685,171720,92395,,9316000
1503,2021/2/8,85+,134041,76369,42131,1328253,4111,185346,19,12,0,0,0,563,253,324,48097,30601,,1457000
1504,2021/2/9,00_17,523844,4762,54,818,54,12,1,0,0,0,0,1666,0,19,481664,4481,,10117000
1505,2021/2/9,18_64,2559681,124756,10358,3608451,88158,129857,2170,172,2,0,0,9415,73,598,2252090,108457,,36139000
1506,2021/2/9,65_84,347315,150341,50438,5785528,204821,150197,332,73,3,0,0,1145,240,618,172165,92743,,9316000
1507,2021/2/9,85+,134495,76665,42360,1333199,4946,185403,57,14,2,0,0,454,229,296,48223,30654,,1457000
1508,2021/2/10,00_17,525399,4789,54,869,51,12,0,0,0,0,0,1555,0,27,483081,4506,,10117000
1509,2021/2/10,18_64,2568833,125335,10423,3704950,96499,132926,3069,175,3,0,0,9152,65,579,2260009,108943,,36139000
1510,2021/2/10,65_84,348431,150969,50698,6009006,223478,150939,742,75,2,0,0,1116,260,628,172574,93082,,9316000
1511,2021/2/10,85+,134928,76966,42580,1339073,5874,186007,604,14,0,0,0,433,220,301,48324,30720,,1457000
1512,2021/2/11,00_17,527001,4815,54,980,111,12,0,0,0,0,0,1602,0,26,484543,4531,,10117000
1513,2021/2/11,18_64,2577441,125921,10487,3817390,112440,136049,3123,180,5,0,0,8608,64,586,2267417,109437,,36139000
1514,2021/2/11,65_84,349451,151498,50944,6273743,264737,151827,888,79,4,0,0,1020,246,529,172992,93339,,9316000
1515,2021/2/11,85+,135302,77265,42783,1344379,5306,186436,429,16,2,0,0,374,203,299,48372,30802,,1457000
1516,2021/2/12,00_17,528508,4828,54,1093,113,13,1,0,0,0,0,1507,0,13,485929,4544,,10117000
1517,2021/2/12,18_64,2585545,126444,10539,3952716,135326,139129,3080,184,4,0,0,8104,52,523,2274419,109883,,36139000
1518,2021/2/12,65_84,350440,152066,51171,6555352,281609,152640,813,80,1,0,0,989,227,568,173342,93653,,9316000
1519,2021/2/12,85+,135677,77479,42963,1349609,5230,186729,293,18,2,0,0,375,180,214,48506,30826,,1457000
1520,2021/2/13,00_17,529656,4846,54,1179,86,13,0,0,0,0,0,1148,0,18,486977,4561,,10117000
1521,2021/2/13,18_64,2591513,126953,10587,4093264,140548,140923,1794,190,6,0,0,5968,48,509,2279451,110320,,36139000
1522,2021/2/13,65_84,351107,152522,51393,6842081,286729,153101,461,84,4,0,0,667,222,456,173505,93866,,9316000
1523,2021/2/13,85+,135896,77736,43125,1352956,3347,186793,64,18,0,0,0,219,162,257,48453,30909,,1457000
1524,2021/2/14,00_17,530706,4871,54,1201,22,13,0,0,0,0,0,1050,0,25,487927,4585,,10117000
1525,2021/2/14,18_64,2597393,127512,10633,4165413,72149,141596,673,192,2,0,0,5880,46,559,2284352,110807,,36139000
1526,2021/2/14,65_84,351739,153038,51598,6950734,108653,153213,112,84,0,0,0,632,205,516,173576,94152,,9316000
1527,2021/2/14,85+,136096,78000,43313,1354075,1119,186810,17,18,0,0,0,200,188,264,48374,30972,,1457000
1528,2021/2/15,00_17,532270,4891,55,1246,45,13,0,0,0,0,0,1564,1,20,489359,4603,,10117000
1529,2021/2/15,18_64,2607143,128026,10683,4244923,79510,143003,1407,193,1,0,0,9750,50,514,2292892,111246,,36139000
1530,2021/2/15,65_84,352902,153566,51815,7067451,116717,153478,265,88,4,0,0,1163,217,528,174128,94438,,9316000
1531,2021/2/15,85+,136555,78260,43507,1356173,2098,186857,47,18,0,0,0,459,194,260,48541,31026,,1457000
1532,2021/2/16,00_17,533639,4910,55,1417,171,14,1,0,0,0,0,1369,0,19,490611,4621,,10117000
1533,2021/2/16,18_64,2615724,128566,10727,4393557,148634,145621,2618,197,4,0,0,8581,44,540,2300320,111716,,36139000
1534,2021/2/16,65_84,353877,154079,52008,7221783,154332,154219,741,88,0,0,0,975,193,513,174521,94733,,9316000
1535,2021/2/16,85+,136885,78499,43667,1358186,2013,186977,120,19,1,0,0,330,160,239,48608,31093,,1457000
1536,2021/2/17,00_17,534960,4926,55,1735,318,14,0,0,0,0,0,1321,0,16,491822,4636,,10117000
1537,2021/2/17,18_64,2623639,129073,10776,4634037,240480,149341,3720,201,4,0,0,7915,49,507,2307163,112150,,36139000
1538,2021/2/17,65_84,354725,154553,52196,7393622,171839,155170,951,91,3,0,0,848,188,474,174834,94997,,9316000
1539,2021/2/17,85+,137199,78735,43816,1360196,2010,187254,277,20,1,0,0,314,149,236,48664,31169,,1457000
1540,2021/2/18,00_17,536244,4939,55,2076,341,15,1,0,0,0,0,1284,0,13,493001,4648,,10117000
1541,2021/2/18,18_64,2631499,129536,10826,4877096,243059,153383,4042,207,6,0,0,7860,50,463,2313998,112541,,36139000
1542,2021/2/18,65_84,355561,155018,52369,7540928,147306,156096,926,97,6,0,0,836,173,465,175145,95267,,9316000
1543,2021/2/18,85+,137508,78943,43961,1362151,1955,187449,195,22,2,0,0,309,145,208,48743,31222,,1457000
1544,2021/2/19,00_17,537489,4961,56,2324,248,15,0,0,0,0,0,1245,1,22,494135,4668,,10117000
1545,2021/2/19,18_64,2638459,129971,10874,5086085,208989,157107,3724,209,2,0,0,6960,48,435,2320026,112907,,36139000
1546,2021/2/19,65_84,356363,155435,52530,7645622,104694,156858,762,100,3,0,0,802,161,417,175473,95503,,9316000
1547,2021/2/19,85+,137736,79137,44067,1363717,1566,187585,136,22,0,0,0,228,106,194,48760,31301,,1457000
1548,2021/2/20,00_17,538548,4978,56,2499,175,15,0,0,0,0,0,1059,0,17,495102,4684,,10117000
1549,2021/2/20,18_64,2643798,130365,10915,5299215,213130,159518,2411,212,3,0,0,5339,41,394,2324590,113242,,36139000
1550,2021/2/20,65_84,356940,155754,52672,7739002,93380,157286,428,101,1,0,0,577,142,319,175690,95665,,9316000
1551,2021/2/20,85+,137915,79304,44189,1364726,1009,187687,102,22,0,0,0,179,122,167,48759,31338,,1457000
1552,2021/2/21,00_17,539515,4996,56,2563,64,15,0,0,0,0,0,967,0,18,495982,4702,,10117000
1553,2021/2/21,18_64,2649175,130794,10960,5376726,77511,161654,2136,212,0,0,0,5377,45,429,2329154,113605,,36139000
1554,2021/2/21,65_84,357454,156125,52810,7771570,32568,157552,266,102,1,0,0,514,138,371,175796,95880,,9316000
1555,2021/2/21,85+,138076,79491,44293,1365049,323,187745,58,22,0,0,0,161,104,187,48722,31412,,1457000
1556,2021/2/22,00_17,540921,5017,56,2629,66,15,0,0,0,0,0,1406,0,21,497266,4722,,10117000
1557,2021/2/22,18_64,2656881,131229,10998,5474846,98120,166336,4682,214,2,0,0,7706,38,435,2335874,113982,,36139000
1558,2021/2/22,65_84,358279,156490,52920,7817057,45487,158247,695,103,1,0,0,825,110,365,176197,96118,,9316000
1559,2021/2/22,85+,138407,79636,44387,1365907,858,188001,256,22,0,0,0,331,94,145,48884,31456,,1457000
1560,2021/2/23,00_17,542113,5042,56,3004,375,16,1,0,0,0,0,1192,0,25,498348,4745,,10117000
1561,2021/2/23,18_64,2663298,131678,11046,5691220,216374,173884,7548,220,6,0,0,6417,48,449,2341384,114361,,36139000
1562,2021/2/23,65_84,358938,156843,53038,7880286,63229,159924,1677,105,2,0,0,659,118,353,176456,96336,,9316000
1563,2021/2/23,85+,138654,79785,44479,1367188,1281,188921,920,22,0,0,0,247,92,149,48965,31506,,1457000
1564,2021/2/24,00_17,543154,5056,56,3590,586,16,0,0,0,0,0,1041,0,14,499301,4759,,10117000
1565,2021/2/24,18_64,2669092,132071,11072,6002457,311237,185055,11171,230,10,0,0,5794,26,393,2346371,114709,,36139000
1566,2021/2/24,65_84,359481,157159,53157,7966802,86516,162722,2798,106,1,0,0,543,119,316,176644,96518,,9316000
1567,2021/2/24,85+,138878,79936,44575,1368558,1370,190367,1446,22,0,0,0,224,96,151,49022,31554,,1457000
1568,2021/2/25,00_17,544135,5076,56,4257,667,21,5,0,0,0,0,981,0,20,500192,4778,,10117000
1569,2021/2/25,18_64,2674253,132455,11095,6345950,343493,197969,12914,238,8,0,0,5161,23,384,2350779,115052,,36139000
1570,2021/2/25,65_84,360026,157445,53257,8058581,91779,165933,3211,106,0,0,0,545,100,286,176864,96690,,9316000
1571,2021/2/25,85+,139111,80078,44674,1370088,1530,192051,1684,24,2,0,0,233,99,142,49096,31590,,1457000
1572,2021/2/26,00_17,545008,5093,56,5020,763,23,2,0,0,0,0,873,0,17,500985,4794,,10117000
1573,2021/2/26,18_64,2678661,132758,11124,6697870,351920,210243,12274,249,11,0,0,4408,29,303,2354570,115312,,36139000
1574,2021/2/26,65_84,360473,157704,53350,8153098,94517,169131,3198,107,1,0,0,447,93,259,177020,96844,,9316000
1575,2021/2/26,85+,139260,80217,44749,1371383,1295,193621,1570,24,0,0,0,149,75,139,49095,31648,,1457000
1576,2021/2/27,00_17,545587,5096,56,5578,558,28,5,0,0,0,0,579,0,3,501520,4797,,10117000
1577,2021/2/27,18_64,2681932,133037,11154,7001119,303249,220755,10512,251,2,0,0,3271,30,279,2357328,115547,,36139000
1578,2021/2/27,65_84,360780,157932,53447,8225330,72232,172214,3083,108,1,0,0,307,97,228,177078,96964,,9316000
1579,2021/2/27,85+,139355,80331,44819,1372139,756,195401,1780,24,0,0,0,95,70,114,49070,31686,,1457000
1580,2021/2/28,00_17,546152,5113,57,5712,134,28,0,0,0,0,0,565,1,17,502028,4812,,10117000
1581,2021/2/28,18_64,2685097,133331,11193,7119195,118076,227354,6599,253,2,0,0,3165,39,294,2359973,115788,,36139000
1582,2021/2/28,65_84,361078,158171,53545,8263523,38193,173895,1681,109,1,0,0,298,98,239,177115,97094,,9316000
1583,2021/2/28,85+,139436,80443,44881,1372379,240,196502,1101,24,0,0,0,81,62,112,49033,31731,,1457000
1584,2021/3/1,00_17,547056,5124,57,5745,33,28,0,0,0,0,0,904,0,11,502856,4823,,10117000
1585,2021/3/1,18_64,2689728,133653,11224,7227780,108585,236093,8739,261,8,0,0,4631,31,322,2363951,116064,,36139000
1586,2021/3/1,65_84,361538,158427,53635,8300253,36730,175760,1865,110,1,0,0,460,90,256,177286,97247,,9316000
1587,2021/3/1,85+,139650,80558,44952,1372912,533,197830,1328,26,2,0,0,214,71,115,49117,31769,,1457000
1588,2021/3/2,00_17,547978,5141,58,5813,68,29,1,0,0,0,0,922,1,17,503695,4838,,10117000
1589,2021/3/2,18_64,2694133,133941,11246,7359411,131631,250569,14476,270,9,0,0,4405,22,288,2367753,116316,,36139000
1590,2021/3/2,65_84,361977,158688,53716,8339578,39325,182678,6918,113,3,0,0,439,81,261,177433,97415,,9316000
1591,2021/3/2,85+,139824,80675,45005,1373672,760,204469,6639,29,3,0,0,174,53,117,49161,31828,,1457000
1592,2021/3/3,00_17,548851,5158,58,5928,115,34,5,0,0,0,0,873,0,17,504489,4854,,10117000
1593,2021/3/3,18_64,2698068,134209,11265,7543767,184356,269394,18825,275,5,0,0,3935,19,268,2371139,116553,,36139000
1594,2021/3/3,65_84,362330,158899,53775,8382857,43279,194843,12165,117,4,0,0,353,59,211,177550,97557,,9316000
1595,2021/3/3,85+,139956,80786,45053,1374468,796,217713,13244,30,1,0,0,132,48,111,49173,31886,,1457000
1596,2021/3/4,00_17,549766,5171,58,6163,235,36,2,0,0,0,0,915,0,13,505326,4866,,10117000
1597,2021/3/4,18_64,2701687,134474,11287,7809633,265866,288782,19388,280,5,0,0,3619,22,265,2374235,116783,,36139000
1598,2021/3/4,65_84,362667,159108,53825,8436390,53533,206841,11998,122,5,0,0,337,50,209,177654,97706,,9316000
1599,2021/3/4,85+,140081,80895,45111,1375484,1016,230664,12951,34,4,0,0,125,58,109,49180,31931,,1457000
1600,2021/3/5,00_17,550687,5183,58,6496,333,37,1,0,0,0,0,921,0,12,506169,4878,,10117000
1601,2021/3/5,18_64,2705085,134700,11302,8138364,328731,306111,17329,283,3,0,0,3398,15,226,2377164,116983,,36139000
1602,2021/3/5,65_84,362964,159267,53913,8492767,56377,217485,10644,128,6,0,0,297,88,159,177771,97769,,9316000
1603,2021/3/5,85+,140185,80985,45164,1376688,1204,238768,8104,39,5,0,0,104,53,90,49186,31964,,1457000
1604,2021/3/6,00_17,551406,5193,59,6695,199,40,3,0,0,0,0,719,1,10,506826,4886,,10117000
1605,2021/3/6,18_64,2707884,134923,11321,8475513,337149,316626,10515,288,5,0,0,2799,19,223,2379540,117177,,36139000
1606,2021/3/6,65_84,363198,159447,53977,8544046,51279,223479,5994,130,2,0,0,234,64,180,177808,97877,,9316000
1607,2021/3/6,85+,140256,81100,45209,1377361,673,243480,4712,41,2,0,0,71,45,115,49137,32029,,1457000
1608,2021/3/7,00_17,552020,5199,59,6722,27,42,2,0,0,0,0,614,0,6,507391,4892,,10117000
1609,2021/3/7,18_64,2710653,135145,11345,8596024,120511,322413,5787,289,1,0,0,2769,24,222,2381889,117364,,36139000
1610,2021/3/7,65_84,363417,159596,54034,8563716,19670,224922,1443,130,0,0,0,219,57,149,177862,97962,,9316000
1611,2021/3/7,85+,140326,81184,45243,1377546,185,244560,1080,41,0,0,0,70,34,84,49118,32075,,1457000
1612,2021/3/8,00_17,553294,5212,59,6754,32,44,2,0,0,0,0,1274,0,13,508561,4904,,10117000
1613,2021/3/8,18_64,2714704,135392,11375,8737962,141938,339317,16904,297,8,0,0,4051,30,247,2385404,117569,,36139000
1614,2021/3/8,65_84,363771,159770,54082,8588598,24882,228662,3740,130,0,0,0,354,48,174,178017,98079,,9316000
1615,2021/3/8,85+,140456,81251,45287,1377962,416,246629,2069,42,1,0,0,130,44,67,49172,32094,,1457000
1616,2021/3/9,00_17,554520,5229,59,6813,59,45,1,0,0,0,0,1226,0,17,509682,4921,,10117000
1617,2021/3/9,18_64,2718535,135585,11391,8891561,153599,365224,25907,306,9,0,0,3831,16,193,2388768,117737,,36139000
1618,2021/3/9,65_84,364078,159947,54140,8611074,22476,239458,10796,134,4,0,0,307,58,177,178125,98190,,9316000
1619,2021/3/9,85+,140568,81347,45330,1378558,596,257213,10584,42,0,0,0,112,43,96,49180,32143,,1457000
1620,2021/3/10,00_17,555619,5243,59,6965,152,48,3,0,0,0,0,1099,0,14,510688,4934,,10117000
1621,2021/3/10,18_64,2722263,135810,11406,9072882,181321,397073,31849,324,18,0,0,3728,15,225,2392005,117936,,36139000
1622,2021/3/10,65_84,364350,160105,54193,8632527,21453,258385,18927,136,2,0,0,272,53,158,178220,98287,,9316000
1623,2021/3/10,85+,140686,81444,45361,1379165,607,275152,17939,44,2,0,0,118,31,97,49193,32204,,1457000
1624,2021/3/11,00_17,556754,5253,59,7229,264,50,2,0,0,0,0,1135,0,10,511732,4943,,10117000
1625,2021/3/11,18_64,2725625,136023,11422,9197423,124541,423339,26266,341,17,0,0,3362,16,213,2394914,118123,,36139000
1626,2021/3/11,65_84,364607,160256,54248,8644849,12322,271604,13219,143,7,0,0,257,55,151,178307,98376,,9316000
1627,2021/3/11,85+,140772,81519,45400,1379621,456,288224,13072,46,2,0,0,86,39,75,49197,32237,,1457000
1628,2021/3/12,00_17,557915,5261,59,7489,260,51,1,0,0,0,0,1161,0,8,512802,4951,,10117000
1629,2021/3/12,18_64,2728837,136216,11441,9484938,287515,451911,28572,352,11,0,0,3212,19,193,2397704,118288,,36139000
1630,2021/3/12,65_84,364907,160364,54282,8669165,24316,290268,18664,151,8,0,0,300,34,108,178478,98445,,9316000
1631,2021/3/12,85+,140859,81596,45429,1380249,628,306915,18691,55,9,0,0,87,29,77,49201,32281,,1457000
1632,2021/3/13,00_17,558635,5266,59,7818,329,52,1,0,0,0,0,720,0,5,513466,4956,,10117000
1633,2021/3/13,18_64,2731448,136405,11456,9926529,441591,469646,17735,360,8,0,0,2611,15,189,2399939,118453,,36139000
1634,2021/3/13,65_84,365098,160493,54325,8698927,29762,301323,11055,154,3,0,0,191,43,129,178526,98525,,9316000
1635,2021/3/13,85+,140923,81658,45469,1380683,434,315985,9070,55,0,0,0,64,40,62,49199,32300,,1457000
1636,2021/3/14,00_17,559497,5280,59,7873,55,53,1,0,0,0,0,862,0,14,514252,4969,,10117000
1637,2021/3/14,18_64,2734055,136569,11469,10137099,210570,479752,10106,372,12,0,0,2607,13,164,2402196,118596,,36139000
1638,2021/3/14,65_84,365288,160604,54367,8713092,14165,303632,2309,155,1,0,0,190,42,111,178592,98589,,9316000
1639,2021/3/14,85+,140968,81723,45497,1380831,148,316982,997,56,1,0,0,45,28,65,49175,32334,,1457000
1640,2021/3/15,00_17,561009,5293,59,7912,39,55,2,0,0,0,0,1512,0,13,515643,4981,,10117000
1641,2021/3/15,18_64,2737807,136762,11487,10439624,302525,503760,24008,380,8,0,0,3752,18,193,2405487,118762,,36139000
1642,2021/3/15,65_84,365570,160760,54401,8730112,17020,308343,4711,156,1,0,0,282,34,156,178697,98703,,9316000
1643,2021/3/15,85+,141048,81790,45533,1381179,348,318732,1750,56,0,0,0,80,36,67,49183,32362,,1457000
1644,2021/3/16,00_17,562382,5300,59,8001,89,64,9,0,0,0,0,1373,0,7,516911,4988,,10117000
