date,age_group,cum_case,cum_admission,cum_death,cumFirstDose,newFirstDose,cumSecondDose,newSecondDose,cumThirdInjection,newThirdInjection,newSpring22,cumSpring22,new_case,new_death,new_admission,current_case,current_admission,,population_size
2/4/2021,85+,132264,74986,41114,1309592,7631,185248,79,11,1,0,0,575,270,377,47830,30301,,1457000
2/5/2021,00_17,517329,4668,54,662,46,11,0,0,0,0,0,1950,1,27,475708,4391,,10117000
2/5/2021,18_64,2523874,122147,10077,3260231,113274,125834,1586,165,1,0,0,10531,77,694,2221450,106253,,36139000
2/5/2021,65_84,342888,147765,49324,4940053,269641,149544,289,61,2,0,0,1402,297,692,170631,91404,,9316000
2/5/2021,85+,132831,75329,41417,1316859,7267,185304,56,12,1,0,0,567,303,343,48014,30324,,1457000
2/6/2021,00_17,518838,4682,54,706,44,11,0,0,0,0,0,1509,0,14,477096,4405,,10117000
2/6/2021,18_64,2531975,122794,10150,3390820,130589,126385,551,165,0,0,0,8101,73,647,2228325,106796,,36139000
2/6/2021,65_84,343906,148416,49619,5267230,327177,149658,114,64,3,0,0,1018,295,651,170925,91729,,9316000
2/6/2021,85+,133150,75696,41661,1321789,4930,185314,10,12,0,0,0,319,244,367,47943,30430,,1457000
2/7/2021,00_17,520288,4707,54,730,24,11,0,0,0,0,0,1450,0,25,478417,4428,,10117000
2/7/2021,18_64,2539702,123468,10219,3451323,60503,126726,341,166,1,0,0,7727,69,674,2234826,107369,,36139000
2/7/2021,65_84,344849,149038,49903,5424071,156841,149733,75,65,1,0,0,943,284,622,171178,92037,,9316000
2/7/2021,85+,133478,76045,41878,1324142,2353,185327,13,12,0,0,0,328,217,349,47898,30545,,1457000
2/8/2021,00_17,522178,4743,54,764,34,11,0,0,0,0,0,1890,0,36,480136,4463,,10117000
2/8/2021,18_64,2550266,124158,10285,3520293,68970,127687,961,170,4,0,0,10564,66,690,2243946,107960,,36139000
2/8/2021,65_84,346170,149723,50198,5580707,156636,149865,132,70,5,0,0,1321,295,685,171720,92395,,9316000
2/8/2021,85+,134041,76369,42131,1328253,4111,185346,19,12,0,0,0,563,253,324,48097,30601,,1457000
2/9/2021,00_17,523844,4762,54,818,54,12,1,0,0,0,0,1666,0,19,481664,4481,,10117000
2/9/2021,18_64,2559681,124756,10358,3608451,88158,129857,2170,172,2,0,0,9415,73,598,2252090,108457,,36139000
2/9/2021,65_84,347315,150341,50438,5785528,204821,150197,332,73,3,0,0,1145,240,618,172165,92743,,9316000
2/9/2021,85+,134495,76665,42360,1333199,4946,185403,57,14,2,0,0,454,229,296,48223,30654,,1457000
2/10/2021,00_17,525399,4789,54,869,51,12,0,0,0,0,0,1555,0,27,483081,4506,,10117000
2/10/2021,18_64,2568833,125335,10423,3704950,96499,132926,3069,175,3,0,0,9152,65,579,2260009,108943,,36139000
2/10/2021,65_84,348431,150969,50698,6009006,223478,150939,742,75,2,0,0,1116,260,628,172574,93082,,9316000
2/10/2021,85+,134928,76966,42580,1339073,5874,186007,604,14,0,0,0,433,220,301,48324,30720,,1457000
2/11/2021,00_17,527001,4815,54,980,111,12,0,0,0,0,0,1602,0,26,484543,4531,,10117000
2/11/2021,18_64,2577441,125921,10487,3817390,112440,136049,3123,180,5,0,0,8608,64,586,2267417,109437,,36139000
2/11/2021,65_84,349451,151498,50944,6273743,264737,151827,888,79,4,0,0,1020,246,529,172992,93339,,9316000
2/11/2021,85+,135302,77265,42783,1344379,5306,186436,429,16,2,0,0,374,203,299,48372,30802,,1457000
2/12/2021,00_17,528508,4828,54,1093,113,13,1,0,0,0,0,1507,0,13,485929,4544,,10117000
2/12/2021,18_64,2585545,126444,10539,3952716,135326,139129,3080,184,4,0,0,8104,52,523,2274419,109883,,36139000
2/12/2021,65_84,350440,152066,51171,6555352,281609,152640,813,80,1,0,0,989,227,568,173342,93653,,9316000
2/12/2021,85+,135677,77479,42963,1349609,5230,186729,293,18,2,0,0,375,180,214,48506,30826,,1457000
2/13/2021,00_17,529656,4846,54,1179,86,13,0,0,0,0,0,1148,0,18,486977,4561,,10117000
2/13/2021,18_64,2591513,126953,10587,4093264,140548,140923,1794,190,6,0,0,5968,48,509,2279451,110320,,36139000
2/13/2021,65_84,351107,152522,51393,6842081,286729,153101,461,84,4,0,0,667,222,456,173505,93866,,9316000
2/13/2021,85+,135896,77736,43125,1352956,3347,186793,64,18,0,0,0,219,162,257,48453,30909,,1457000
2/14/2021,00_17,530706,4871,54,1201,22,13,0,0,0,0,0,1050,0,25,487927,4585,,10117000
2/14/2021,18_64,2597393,127512,10633,4165413,72149,141596,673,192,2,0,0,5880,46,559,2284352,110807,,36139000
2/14/2021,65_84,351739,153038,51598,6950734,108653,153213,112,84,0,0,0,632,205,516,173576,94152,,9316000
2/14/2021,85+,136096,78000,43313,1354075,1119,186810,17,18,0,0,0,200,188,264,48374,30972,,1457000
2/15/2021,00_17,532270,4891,55,1246,45,13,0,0,0,0,0,1564,1,20,489359,4603,,10117000
2/15/2021,18_64,2607143,128026,10683,4244923,79510,143003,1407,193,1,0,0,9750,50,514,2292892,111246,,36139000
2/15/2021,65_84,352902,153566,51815,7067451,116717,153478,265,88,4,0,0,1163,217,528,174128,94438,,9316000
2/15/2021,85+,136555,78260,43507,1356173,2098,186857,47,18,0,0,0,459,194,260,48541,31026,,1457000
2/16/2021,00_17,533639,4910,55,1417,171,14,1,0,0,0,0,1369,0,19,490611,4621,,10117000
2/16/2021,18_64,2615724,128566,10727,4393557,148634,145621,2618,197,4,0,0,8581,44,540,2300320,111716,,36139000
2/16/2021,65_84,353877,154079,52008,7221783,154332,154219,741,88,0,0,0,975,193,513,174521,94733,,9316000
2/16/2021,85+,136885,78499,43667,1358186,2013,186977,120,19,1,0,0,330,160,239,48608,31093,,1457000
2/17/2021,00_17,534960,4926,55,1735,318,14,0,0,0,0,0,1321,0,16,491822,4636,,10117000
2/17/2021,18_64,2623639,129073,10776,4634037,240480,149341,3720,201,4,0,0,7915,49,507,2307163,112150,,36139000
2/17/2021,65_84,354725,154553,52196,7393622,171839,155170,951,91,3,0,0,848,188,474,174834,94997,,9316000
2/17/2021,85+,137199,78735,43816,1360196,2010,187254,277,20,1,0,0,314,149,236,48664,31169,,1457000
2/18/2021,00_17,536244,4939,55,2076,341,15,1,0,0,0,0,1284,0,13,493001,4648,,10117000
2/18/2021,18_64,2631499,129536,10826,4877096,243059,153383,4042,207,6,0,0,7860,50,463,2313998,112541,,36139000
2/18/2021,65_84,355561,155018,52369,7540928,147306,156096,926,97,6,0,0,836,173,465,175145,95267,,9316000
2/18/2021,85+,137508,78943,43961,1362151,1955,187449,195,22,2,0,0,309,145,208,48743,31222,,1457000
2/19/2021,00_17,537489,4961,56,2324,248,15,0,0,0,0,0,1245,1,22,494135,4668,,10117000
2/19/2021,18_64,2638459,129971,10874,5086085,208989,157107,3724,209,2,0,0,6960,48,435,2320026,112907,,36139000
2/19/2021,65_84,356363,155435,52530,7645622,104694,156858,762,100,3,0,0,802,161,417,175473,95503,,9316000
2/19/2021,85+,137736,79137,44067,1363717,1566,187585,136,22,0,0,0,228,106,194,48760,31301,,1457000
2/20/2021,00_17,538548,4978,56,2499,175,15,0,0,0,0,0,1059,0,17,495102,4684,,10117000
2/20/2021,18_64,2643798,130365,10915,5299215,213130,159518,2411,212,3,0,0,5339,41,394,2324590,113242,,36139000
2/20/2021,65_84,356940,155754,52672,7739002,93380,157286,428,101,1,0,0,577,142,319,175690,95665,,9316000
2/20/2021,85+,137915,79304,44189,1364726,1009,187687,102,22,0,0,0,179,122,167,48759,31338,,1457000
2/21/2021,00_17,539515,4996,56,2563,64,15,0,0,0,0,0,967,0,18,495982,4702,,10117000
2/21/2021,18_64,2649175,130794,10960,5376726,77511,161654,2136,212,0,0,0,5377,45,429,2329154,113605,,36139000
2/21/2021,65_84,357454,156125,52810,7771570,32568,157552,266,102,1,0,0,514,138,371,175796,95880,,9316000
2/21/2021,85+,138076,79491,44293,1365049,323,187745,58,22,0,0,0,161,104,187,48722,31412,,1457000
2/22/2021,00_17,540921,5017,56,2629,66,15,0,0,0,0,0,1406,0,21,497266,4722,,10117000
2/22/2021,18_64,2656881,131229,10998,5474846,98120,166336,4682,214,2,0,0,7706,38,435,2335874,113982,,36139000
2/22/2021,65_84,358279,156490,52920,7817057,45487,158247,695,103,1,0,0,825,110,365,176197,96118,,9316000
2/22/2021,85+,138407,79636,44387,1365907,858,188001,256,22,0,0,0,331,94,145,48884,31456,,1457000
2/23/2021,00_17,542113,5042,56,3004,375,16,1,0,0,0,0,1192,0,25,498348,4745,,10117000
2/23/2021,18_64,2663298,131678,11046,5691220,216374,173884,7548,220,6,0,0,6417,48,449,2341384,114361,,36139000
2/23/2021,65_84,358938,156843,53038,7880286,63229,159924,1677,105,2,0,0,659,118,353,176456,96336,,9316000
2/23/2021,85+,138654,79785,44479,1367188,1281,188921,920,22,0,0,0,247,92,149,48965,31506,,1457000
2/24/2021,00_17,543154,5056,56,3590,586,16,0,0,0,0,0,1041,0,14,499301,4759,,10117000
2/24/2021,18_64,2669092,132071,11072,6002457,311237,185055,11171,230,10,0,0,5794,26,393,2346371,114709,,36139000
2/24/2021,65_84,359481,157159,53157,7966802,86516,162722,2798,106,1,0,0,543,119,316,176644,96518,,9316000
2/24/2021,85+,138878,79936,44575,1368558,1370,190367,1446,22,0,0,0,224,96,151,49022,31554,,1457000
2/25/2021,00_17,544135,5076,56,4257,667,21,5,0,0,0,0,981,0,20,500192,4778,,10117000
2/25/2021,18_64,2674253,132455,11095,6345950,343493,197969,12914,238,8,0,0,5161,23,384,2350779,115052,,36139000
2/25/2021,65_84,360026,157445,53257,8058581,91779,165933,3211,106,0,0,0,545,100,286,176864,96690,,9316000
2/25/2021,85+,139111,80078,44674,1370088,1530,192051,1684,24,2,0,0,233,99,142,49096,31590,,1457000
2/26/2021,00_17,545008,5093,56,5020,763,23,2,0,0,0,0,873,0,17,500985,4794,,10117000
2/26/2021,18_64,2678661,132758,11124,6697870,351920,210243,12274,249,11,0,0,4408,29,303,2354570,115312,,36139000
2/26/2021,65_84,360473,157704,53350,8153098,94517,169131,3198,107,1,0,0,447,93,259,177020,96844,,9316000
2/26/2021,85+,139260,80217,44749,1371383,1295,193621,1570,24,0,0,0,149,75,139,49095,31648,,1457000
2/27/2021,00_17,545587,5096,56,5578,558,28,5,0,0,0,0,579,0,3,501520,4797,,10117000
2/27/2021,18_64,2681932,133037,11154,7001119,303249,220755,10512,251,2,0,0,3271,30,279,2357328,115547,,36139000
2/27/2021,65_84,360780,157932,53447,8225330,72232,172214,3083,108,1,0,0,307,97,228,177078,96964,,9316000
2/27/2021,85+,139355,80331,44819,1372139,756,195401,1780,24,0,0,0,95,70,114,49070,31686,,1457000
2/28/2021,00_17,546152,5113,57,5712,134,28,0,0,0,0,0,565,1,17,502028,4812,,10117000
2/28/2021,18_64,2685097,133331,11193,7119195,118076,227354,6599,253,2,0,0,3165,39,294,2359973,115788,,36139000
2/28/2021,65_84,361078,158171,53545,8263523,38193,173895,1681,109,1,0,0,298,98,239,177115,97094,,9316000
2/28/2021,85+,139436,80443,44881,1372379,240,196502,1101,24,0,0,0,81,62,112,49033,31731,,1457000
3/1/2021,00_17,547056,5124,57,5745,33,28,0,0,0,0,0,904,0,11,502856,4823,,10117000
3/1/2021,18_64,2689728,133653,11224,7227780,108585,236093,8739,261,8,0,0,4631,31,322,2363951,116064,,36139000
3/1/2021,65_84,361538,158427,53635,8300253,36730,175760,1865,110,1,0,0,460,90,256,177286,97247,,9316000
3/1/2021,85+,139650,80558,44952,1372912,533,197830,1328,26,2,0,0,214,71,115,49117,31769,,1457000
3/2/2021,00_17,547978,5141,58,5813,68,29,1,0,0,0,0,922,1,17,503695,4838,,10117000
3/2/2021,18_64,2694133,133941,11246,7359411,131631,250569,14476,270,9,0,0,4405,22,288,2367753,116316,,36139000
3/2/2021,65_84,361977,158688,53716,8339578,39325,182678,6918,113,3,0,0,439,81,261,177433,97415,,9316000
3/2/2021,85+,139824,80675,45005,1373672,760,204469,6639,29,3,0,0,174,53,117,49161,31828,,1457000
3/3/2021,00_17,548851,5158,58,5928,115,34,5,0,0,0,0,873,0,17,504489,4854,,10117000
3/3/2021,18_64,2698068,134209,11265,7543767,184356,269394,18825,275,5,0,0,3935,19,268,2371139,116553,,36139000
3/3/2021,65_84,362330,158899,53775,8382857,43279,194843,12165,117,4,0,0,353,59,211,177550,97557,,9316000
3/3/2021,85+,139956,80786,45053,1374468,796,217713,13244,30,1,0,0,132,48,111,49173,31886,,1457000
3/4/2021,00_17,549766,5171,58,6163,235,36,2,0,0,0,0,915,0,13,505326,4866,,10117000
3/4/2021,18_64,2701687,134474,11287,7809633,265866,288782,19388,280,5,0,0,3619,22,265,2374235,116783,,36139000
3/4/2021,65_84,362667,159108,53825,8436390,53533,206841,11998,122,5,0,0,337,50,209,177654,97706,,9316000
3/4/2021,85+,140081,80895,45111,1375484,1016,230664,12951,34,4,0,0,125,58,109,49180,31931,,1457000
3/5/2021,00_17,550687,5183,58,6496,333,37,1,0,0,0,0,921,0,12,506169,4878,,10117000
3/5/2021,18_64,2705085,134700,11302,8138364,328731,306111,17329,283,3,0,0,3398,15,226,2377164,116983,,36139000
3/5/2021,65_84,362964,159267,53913,8492767,56377,217485,10644,128,6,0,0,297,88,159,177771,97769,,9316000
3/5/2021,85+,140185,80985,45164,1376688,1204,238768,8104,39,5,0,0,104,53,90,49186,31964,,1457000
3/6/2021,00_17,551406,5193,59,6695,199,40,3,0,0,0,0,719,1,10,506826,4886,,10117000
3/6/2021,18_64,2707884,134923,11321,8475513,337149,316626,10515,288,5,0,0,2799,19,223,2379540,117177,,36139000
3/6/2021,65_84,363198,159447,53977,8544046,51279,223479,5994,130,2,0,0,234,64,180,177808,97877,,9316000
3/6/2021,85+,140256,81100,45209,1377361,673,243480,4712,41,2,0,0,71,45,115,49137,32029,,1457000
3/7/2021,00_17,552020,5199,59,6722,27,42,2,0,0,0,0,614,0,6,507391,4892,,10117000
3/7/2021,18_64,2710653,135145,11345,8596024,120511,322413,5787,289,1,0,0,2769,24,222,2381889,117364,,36139000
3/7/2021,65_84,363417,159596,54034,8563716,19670,224922,1443,130,0,0,0,219,57,149,177862,97962,,9316000
3/7/2021,85+,140326,81184,45243,1377546,185,244560,1080,41,0,0,0,70,34,84,49118,32075,,1457000
3/8/2021,00_17,553294,5212,59,6754,32,44,2,0,0,0,0,1274,0,13,508561,4904,,10117000
3/8/2021,18_64,2714704,135392,11375,8737962,141938,339317,16904,297,8,0,0,4051,30,247,2385404,117569,,36139000
3/8/2021,65_84,363771,159770,54082,8588598,24882,228662,3740,130,0,0,0,354,48,174,178017,98079,,9316000
3/8/2021,85+,140456,81251,45287,1377962,416,246629,2069,42,1,0,0,130,44,67,49172,32094,,1457000
3/9/2021,00_17,554520,5229,59,6813,59,45,1,0,0,0,0,1226,0,17,509682,4921,,10117000
3/9/2021,18_64,2718535,135585,11391,8891561,153599,365224,25907,306,9,0,0,3831,16,193,2388768,117737,,36139000
3/9/2021,65_84,364078,159947,54140,8611074,22476,239458,10796,134,4,0,0,307,58,177,178125,98190,,9316000
3/9/2021,85+,140568,81347,45330,1378558,596,257213,10584,42,0,0,0,112,43,96,49180,32143,,1457000
3/10/2021,00_17,555619,5243,59,6965,152,48,3,0,0,0,0,1099,0,14,510688,4934,,10117000
3/10/2021,18_64,2722263,135810,11406,9072882,181321,397073,31849,324,18,0,0,3728,15,225,2392005,117936,,36139000
3/10/2021,65_84,364350,160105,54193,8632527,21453,258385,18927,136,2,0,0,272,53,158,178220,98287,,9316000
3/10/2021,85+,140686,81444,45361,1379165,607,275152,17939,44,2,0,0,118,31,97,49193,32204,,1457000
3/11/2021,00_17,556754,5253,59,7229,264,50,2,0,0,0,0,1135,0,10,511732,4943,,10117000
3/11/2021,18_64,2725625,136023,11422,9197423,124541,423339,26266,341,17,0,0,3362,16,213,2394914,118123,,36139000
3/11/2021,65_84,364607,160256,54248,8644849,12322,271604,13219,143,7,0,0,257,55,151,178307,98376,,9316000
3/11/2021,85+,140772,81519,45400,1379621,456,288224,13072,46,2,0,0,86,39,75,49197,32237,,1457000
3/12/2021,00_17,557915,5261,59,7489,260,51,1,0,0,0,0,1161,0,8,512802,4951,,10117000
3/12/2021,18_64,2728837,136216,11441,9484938,287515,451911,28572,352,11,0,0,3212,19,193,2397704,118288,,36139000
3/12/2021,65_84,364907,160364,54282,8669165,24316,290268,18664,151,8,0,0,300,34,108,178478,98445,,9316000
3/12/2021,85+,140859,81596,45429,1380249,628,306915,18691,55,9,0,0,87,29,77,49201,32281,,1457000
3/13/2021,00_17,558635,5266,59,7818,329,52,1,0,0,0,0,720,0,5,513466,4956,,10117000
3/13/2021,18_64,2731448,136405,11456,9926529,441591,469646,17735,360,8,0,0,2611,15,189,2399939,118453,,36139000
3/13/2021,65_84,365098,160493,54325,8698927,29762,301323,11055,154,3,0,0,191,43,129,178526,98525,,9316000
3/13/2021,85+,140923,81658,45469,1380683,434,315985,9070,55,0,0,0,64,40,62,49199,32300,,1457000
3/14/2021,00_17,559497,5280,59,7873,55,53,1,0,0,0,0,862,0,14,514252,4969,,10117000
3/14/2021,18_64,2734055,136569,11469,10137099,210570,479752,10106,372,12,0,0,2607,13,164,2402196,118596,,36139000
3/14/2021,65_84,365288,160604,54367,8713092,14165,303632,2309,155,1,0,0,190,42,111,178592,98589,,9316000
3/14/2021,85+,140968,81723,45497,1380831,148,316982,997,56,1,0,0,45,28,65,49175,32334,,1457000
3/15/2021,00_17,561009,5293,59,7912,39,55,2,0,0,0,0,1512,0,13,515643,4981,,10117000
3/15/2021,18_64,2737807,136762,11487,10439624,302525,503760,24008,380,8,0,0,3752,18,193,2405487,118762,,36139000
3/15/2021,65_84,365570,160760,54401,8730112,17020,308343,4711,156,1,0,0,282,34,156,178697,98703,,9316000
3/15/2021,85+,141048,81790,45533,1381179,348,318732,1750,56,0,0,0,80,36,67,49183,32362,,1457000
3/16/2021,00_17,562382,5300,59,8001,89,64,9,0,0,0,0,1373,0,7,516911,4988,,10117000
3/16/2021,18_64,2741045,136927,11492,10795901,356277,543695,39935,389,9,0,0,3238,5,165,2408329,118914,,36139000
3/16/2021,65_84,365803,160878,54440,8746177,16065,323530,15187,158,2,0,0,233,39,118,178796,98777,,9316000
3/16/2021,85+,141117,81864,45558,1381666,487,328954,10222,57,1,0,0,69,25,74,49173,32407,,1457000
3/17/2021,00_17,563927,5305,59,8188,187,70,6,0,0,0,0,1545,0,5,518341,4993,,10117000
3/17/2021,18_64,2744254,137086,11501,11171450,375549,593930,50235,406,17,0,0,3209,9,159,2411149,119057,,36139000
3/17/2021,65_84,366028,161012,54474,8760111,13934,347259,23729,168,10,0,0,225,34,134,178871,98870,,9316000
3/17/2021,85+,141175,81908,45581,1382130,464,346498,17544,62,5,0,0,58,23,44,49183,32426,,1457000
3/18/2021,00_17,565297,5313,59,8470,282,77,7,0,0,0,0,1370,0,8,519605,5001,,10117000
3/18/2021,18_64,2747318,137249,11515,11615675,444225,650136,56206,442,36,0,0,3064,14,163,2413832,119198,,36139000
3/18/2021,65_84,366218,161137,54492,8774017,13906,375399,28140,177,9,0,0,190,18,125,178922,98971,,9316000
3/18/2021,85+,141220,81963,45600,1382682,552,366205,19707,64,2,0,0,45,19,55,49169,32460,,1457000
3/19/2021,00_17,566521,5322,59,8769,299,83,6,0,0,0,0,1224,0,9,520733,5009,,10117000
3/19/2021,18_64,2750154,137387,11521,12143050,527375,700421,50285,481,39,0,0,2836,6,138,2416327,119323,,36139000
3/19/2021,65_84,366422,161224,54514,8788452,14435,404533,29134,181,4,0,0,204,22,87,179025,99032,,9316000
3/19/2021,85+,141277,82012,45628,1383191,509,384580,18375,68,4,0,0,57,28,49,49173,32478,,1457000
3/20/2021,00_17,567451,5336,59,9015,246,98,15,0,0,0,0,930,0,14,521582,5022,,10117000
3/20/2021,18_64,2752514,137513,11531,12823030,679980,733486,33065,494,13,0,0,2360,10,126,2418392,119433,,36139000
3/20/2021,65_84,366595,161316,54541,8805082,16630,429437,24904,183,2,0,0,173,27,92,179093,99093,,9316000
3/20/2021,85+,141320,82067,45650,1383559,368,396098,11518,69,1,0,0,43,22,55,49158,32509,,1457000
3/21/2021,00_17,569263,5345,59,9073,58,117,19,0,0,0,0,1812,0,9,523256,5031,,10117000
3/21/2021,18_64,2755189,137647,11541,13111563,288533,753940,20454,533,39,0,0,2675,10,134,2420742,119551,,36139000
3/21/2021,65_84,366751,161402,54566,8811095,6013,435775,6338,187,4,0,0,156,25,86,179152,99150,,9316000
3/21/2021,85+,141353,82117,45686,1383687,128,398338,2240,69,0,0,0,33,36,50,49139,32520,,1457000
3/22/2021,00_17,570954,5357,59,9133,60,119,2,0,0,0,0,1691,0,12,524814,5042,,10117000
3/22/2021,18_64,2758592,137779,11558,13370865,259302,799952,46012,569,36,0,0,3403,17,132,2423770,119660,,36139000
3/22/2021,65_84,366977,161505,54589,8817498,6403,447837,12062,193,6,0,0,226,23,103,179259,99225,,9316000
3/22/2021,85+,141420,82164,45706,1383944,257,403168,4830,70,1,0,0,67,20,47,49154,32545,,1457000
3/23/2021,00_17,572325,5371,59,9326,193,124,5,0,0,0,0,1371,0,14,526073,5056,,10117000
3/23/2021,18_64,2761554,137917,11567,13626172,255307,870686,70734,584,15,0,0,2962,9,138,2426383,119782,,36139000
3/23/2021,65_84,367135,161579,54611,8824334,6836,489862,42025,205,12,0,0,158,22,74,179332,99273,,9316000
3/23/2021,85+,141477,82231,45723,1384308,364,425818,22650,73,3,0,0,57,17,67,49140,32592,,1457000
3/24/2021,00_17,574184,5378,59,9768,442,149,25,0,0,0,0,1859,0,7,527792,5062,,10117000
3/24/2021,18_64,2764749,138049,11573,13888910,262738,957082,86396,611,27,0,0,3195,6,132,2429217,119902,,36139000
3/24/2021,65_84,367322,161670,54630,8831401,7067,569921,80059,214,9,0,0,187,19,91,179414,99341,,9316000
3/24/2021,85+,141537,82276,45733,1384758,450,468627,42809,78,5,0,0,60,10,45,49151,32625,,1457000
3/25/2021,00_17,575740,5388,59,10366,598,179,30,0,0,0,0,1556,0,10,529227,5072,,10117000
3/25/2021,18_64,2767589,138181,11582,14164363,275453,1044754,87672,634,23,0,0,2840,9,132,2431723,120018,,36139000
3/25/2021,65_84,367517,161767,54650,8839237,7836,656083,86162,234,20,0,0,195,20,97,179498,99413,,9316000
3/25/2021,85+,141598,82325,45742,1385281,523,514593,45966,93,15,0,0,61,9,49,49158,32662,,1457000
3/26/2021,00_17,576803,5401,60,10827,461,221,42,0,0,0,0,1063,1,13,530201,5083,,10117000
3/26/2021,18_64,2770078,138290,11588,14477284,312921,1133797,89043,660,26,0,0,2489,6,109,2433925,120116,,36139000
3/26/2021,65_84,367696,161857,54669,8846742,7505,744959,88876,241,7,0,0,179,19,90,179575,99480,,9316000
3/26/2021,85+,141639,82358,45757,1385824,543,557296,42703,98,5,0,0,41,15,33,49163,32679,,1457000
3/27/2021,00_17,577688,5407,60,11239,412,236,15,0,0,0,0,885,0,6,531017,5089,,10117000
3/27/2021,18_64,2772157,138389,11595,14882366,405082,1215429,81632,677,17,0,0,2079,7,99,2435756,120204,,36139000
3/27/2021,65_84,367823,161932,54680,8855569,8827,845961,101002,251,10,0,0,127,11,75,179617,99540,,9316000
3/27/2021,85+,141669,82394,45771,1386247,423,603088,45792,106,8,0,0,30,14,36,49155,32699,,1457000
3/28/2021,00_17,579462,5414,60,11372,133,241,5,0,0,0,0,1774,0,7,532657,5096,,10117000
3/28/2021,18_64,2774687,138489,11602,15088592,206226,1256789,41360,681,4,0,0,2530,7,100,2438006,120292,,36139000
3/28/2021,65_84,367953,162008,54693,8859412,3843,881228,35267,255,4,0,0,130,13,76,179662,99600,,9316000
3/28/2021,85+,141700,82432,45778,1386398,151,617218,14130,107,1,0,0,31,7,38,49146,32728,,1457000
3/29/2021,00_17,580289,5421,60,11457,85,247,6,0,0,0,0,827,0,7,533418,5102,,10117000
3/29/2021,18_64,2777068,138591,11607,15258434,169842,1329936,73147,703,22,0,0,2381,5,102,2440115,120384,,36139000
3/29/2021,65_84,368108,162077,54709,8863927,4515,922884,41656,261,6,0,0,155,16,69,179737,99650,,9316000
3/29/2021,85+,141733,82460,45784,1386693,295,630965,13747,113,6,0,0,33,6,28,49149,32749,,1457000
3/30/2021,00_17,581072,5433,60,11661,204,257,10,0,0,0,0,783,0,12,534133,5114,,10117000
3/30/2021,18_64,2779197,138698,11615,15422383,163949,1423648,93712,726,23,0,0,2129,8,107,2441984,120478,,36139000
3/30/2021,65_84,368270,162144,54726,8868902,4975,1020513,97629,284,23,0,0,162,17,67,179821,99696,,9316000
3/30/2021,85+,141775,82491,45797,1387069,376,671781,40816,118,5,0,0,42,13,31,49157,32765,,1457000
3/31/2021,00_17,582056,5444,60,11995,334,282,25,0,0,0,0,984,0,11,535036,5124,,10117000
3/31/2021,18_64,2781357,138807,11624,15596733,174350,1529735,106087,766,40,0,0,2160,9,109,2443881,120573,,36139000
3/31/2021,65_84,368418,162211,54739,8874036,5134,1186244,165731,296,12,0,0,148,13,67,179891,99747,,9316000
3/31/2021,85+,141810,82529,45812,1387507,438,734832,63051,122,4,0,0,35,15,38,49151,32787,,1457000
4/1/2021,00_17,582884,5450,60,12425,430,327,45,0,0,0,0,828,0,6,535799,5130,,10117000
4/1/2021,18_64,2783425,138892,11631,15712101,115368,1647898,118163,791,25,0,0,2068,7,85,2445716,120647,,36139000
4/1/2021,65_84,368538,162277,54754,8877575,3539,1393089,206845,327,31,0,0,120,15,66,179936,99795,,9316000
4/1/2021,85+,141847,82552,45819,1387885,378,813584,78752,128,6,0,0,37,7,23,49163,32801,,1457000
4/2/2021,00_17,583448,5457,60,12635,210,346,19,0,0,0,0,564,0,7,536316,5137,,10117000
4/2/2021,18_64,2784948,138973,11637,15778352,66251,1713184,65286,799,8,0,0,1523,6,81,2447050,120718,,36139000
4/2/2021,65_84,368653,162334,54764,8879179,1604,1496258,103169,335,8,0,0,115,10,57,179986,99839,,9316000
4/2/2021,85+,141878,82585,45825,1388010,125,856722,43138,132,4,0,0,31,6,33,49158,32827,,1457000
4/3/2021,00_17,583966,5464,60,12771,136,358,12,0,0,0,0,518,0,7,536790,5143,,10117000
4/3/2021,18_64,2786431,139057,11640,15850827,72475,1768647,55463,803,4,0,0,1483,3,84,2448343,120795,,36139000
4/3/2021,65_84,368746,162394,54777,8881108,1929,1566801,70543,342,7,0,0,93,13,60,180013,99883,,9316000
4/3/2021,85+,141896,82613,45836,1388144,134,882412,25690,138,6,0,0,18,11,28,49147,32843,,1457000
4/4/2021,00_17,584563,5470,60,12783,12,363,5,0,0,0,0,597,0,6,537338,5149,,10117000
4/4/2021,18_64,2787758,139136,11641,15876197,25370,1791466,22819,805,2,0,0,1327,1,79,2449496,120869,,36139000
4/4/2021,65_84,368839,162439,54790,8881728,620,1576293,9492,343,1,0,0,93,13,45,180054,99913,,9316000
4/4/2021,85+,141918,82639,45847,1388177,33,886863,4451,138,0,0,0,22,11,26,49142,32856,,1457000
4/5/2021,00_17,585170,5483,60,12816,33,368,5,0,0,0,0,607,0,13,537889,5161,,10117000
4/5/2021,18_64,2789310,139223,11644,15892934,16737,1823881,32415,807,2,0,0,1552,3,87,2450850,120949,,36139000
4/5/2021,65_84,368949,162500,54794,8882243,515,1586726,10433,345,2,0,0,110,4,61,180095,99967,,9316000
4/5/2021,85+,141958,82666,45851,1388206,29,890862,3999,138,0,0,0,40,4,27,49152,32878,,1457000
4/6/2021,00_17,585697,5486,60,12836,20,374,6,0,0,0,0,527,0,3,538375,5164,,10117000
4/6/2021,18_64,2791311,139329,11649,15941170,48236,1900490,76609,836,29,0,0,2001,5,106,2452602,121045,,36139000
